PointName,Lng,Lat,Score
潞河实验小学,116.6267835,39.88099063,3.78
潞河医院1,116.651196,39.89895909,27.11
潞河医院2,116.6511371,39.89891763,25.44
潞河医院3,116.6511341,39.89890318,25.44
潞河医院4,116.6511302,39.89889917,25.44
潞河医院5,116.6511002,39.89885416,25.44
潞河医院6,116.6513205,39.89902097,29.89
潞河医院路口东1,116.6525513,39.89992096,15.44
潞河医院路口东2,116.6525586,39.89992075,15.44
潞河医院路口东3,116.6527171,39.89984763,13.78
潞河医院路口西1,116.6501666,39.90015735,4.33
潞河医院路口西2,116.6501469,39.90014387,3.78
潞阳桥西路,116.7026426,39.88323142,2.11
潞邑西路1,116.6852399,39.93462076,8.78
潞邑西路2,116.6847908,39.93650871,14.89
潞邑西路北站,116.6847307,39.93835603,8.22
潞苑东路路口北,116.6786185,39.93338789,13.78
吕家湾村委会,116.8882721,39.77100512,1.56
吕家湾村西口,116.877081,39.77186593,1.56
旅游新村小区1,116.6367951,39.90107134,17.67
旅游新村小区2,116.6367883,39.90103067,17.11
绿心公园南门,116.7130337,39.86604501,3.78
绿心公园西门,116.7055237,39.87158865,2.67
绿荫小区1,116.7853431,39.7717295,21
绿荫小区2,116.7851916,39.77229833,26.56
绿荫小区3,116.7851826,39.77224931,25.44
马堤,116.8067127,39.76451191,1.56
马堤村1,116.8068291,39.76448377,1.56
马堤村2,116.806746,39.76449951,1.56
马堤村东,116.8189955,39.76278944,2.11
马坊村桥1,116.8308789,39.81288807,2.67
马坊村桥2,116.8309241,39.8127522,2.67
马驹桥六号桥,116.579036,39.75419525,1.56
马驹桥一号桥,116.5395444,39.74722426,3.22
马头,116.8226473,39.76247791,4.33
马头村1,116.8225857,39.76248427,4.33
马头村2,116.8225587,39.76249315,4.33
马务,116.7524293,39.767767,2.67
马务大队,116.7524353,39.76774594,2.67
马务三队1,116.7482417,39.77034653,2.11
马务三队2,116.7482286,39.77038852,2.11
马务一队1,116.7422811,39.768387,3.78
马务一队2,116.742331,39.76836604,3.78
马营村,116.6980452,39.84190224,4.33
马庄,116.5512098,39.80635694,2.67
麦庄村东口,116.6091742,39.80234041,2.11
麦庄村西口,116.6018872,39.80217606,1
觅子店路口1,116.8758706,39.71893505,2.11
觅子店路口2,116.874653,39.72012921,2.67
面包厂,116.7505408,39.82620825,1.56
民族家园中路南口,116.5772324,39.92431968,6.56
南大化,116.6947451,39.78554363,3.22
南大化村1,116.6806763,39.78545885,2.67
南大化村2,116.6806696,39.78545837,2.67
南堤村路口南,116.5666929,39.76765065,1
南高庄村,116.7997502,39.74185984,8.22
南高庄村南口,116.8022823,39.739925,4.89
南火垡村1,116.6501263,39.79645612,1.56
南火垡村2,116.6501212,39.79647109,1.56
南火垡村南,116.6552465,39.79137909,2.67
南刘村,116.7602118,39.88194923,2.67
南马庄村,116.7423823,39.98736567,3.22
南马庄村南,116.7426109,39.98396662,1
南三间房村,116.7459719,39.68052818,1.56
南小营,116.6098966,39.75774361,1.56
南小庄村东,116.8762955,39.78406878,1.56
南阳村路口,116.7787999,39.79320648,3.22
内军庄,116.6974762,40.00134804,1
内军庄东口,116.7190567,40.00265583,2.11
牛堡屯,116.6837834,39.75994135,19.33
牛堡屯北站1,116.6834947,39.7638182,21
牛堡屯北站2,116.6834936,39.76387614,21.56
牛堡屯南站3,116.6846225,39.75608106,7.11
牛堡屯南站4,116.6845657,39.75616513,8.22
牛堡屯卫生院,116.6950218,39.76517062,1.56
牛堡屯中街,116.6868092,39.7611226,13.22
牛坊路口,116.6092639,39.73934358,2.67
牛镇新苑西门,116.8843215,39.62391571,1
牌楼营村1,116.6967076,39.83160097,8.78
牌楼营村2,116.6966857,39.83126402,8.78
牌楼营村3,116.6966867,39.83125502,8.78
牌楼营村4,116.6966787,39.83126056,8.78
牌楼营村5,116.6966718,39.83126105,8.78
平家疃,116.7227105,40.00963007,3.22
平家疃路口,116.7233657,39.9868376,2.11
平家疃路口西,116.7213123,39.98670658,1
平家疃南口,116.7258787,40.00607992,4.33
铺头村,116.6257575,39.85529478,1.56
铺头村路口,116.6198619,39.85879272,2.11
七级村,116.7533843,39.88404083,1.56
齐善庄1,116.6960094,39.82678785,10.44
齐善庄2,116.6960233,39.82680786,10.44
齐善庄3,116.6959895,39.82663288,8.78
齐善庄4,116.6960203,39.82678466,10.44
齐善庄5,116.6960184,39.8267848,10.44
齐善庄南1,116.6950864,39.81827745,3.78
齐善庄南2,116.6950795,39.81827724,3.78
齐善庄南站1,116.6950704,39.81874822,4.89
齐善庄南站2,116.6950595,39.81845027,3.78
齐善庄南站3,116.6950884,39.81831824,3.78
旗舰凯旋小区,116.6379874,39.87715554,8.78
前东仪村,116.8933975,39.81907373,1.56
前夏邢各庄1,116.7283354,39.93491738,7.11
前夏邢各庄2,116.7283353,39.93493632,7.11
前夏邢各庄3,116.728333,39.93499952,7.67
前夏邢各庄4,116.7283393,39.93496834,7.11
前堰上村,116.632382,39.76789166,3.22
前营村,116.6301258,39.84466804,7.67
前榆村,116.7813245,39.87507358,7.67
乔庄1,116.6823327,39.89099306,14.33
乔庄2,116.6817524,39.89117964,17.11
乔庄3,116.6823925,39.89099204,13.78
乔庄北街,116.6745953,39.89430213,29.33
青山1,116.7241401,39.76808912,1.56
青山2,116.7242347,39.769154,3.22
青山路口,116.7244776,39.76766614,1
渠头,116.7220291,39.68021837,5.44
群芳南街1,116.6776867,39.86191909,4.33
群芳南街2,116.6776804,39.86192248,4.33
群芳南街3,116.6776804,39.86183548,4.33
群芳园1,116.6575733,39.87077424,36.56
群芳园2,116.6577746,39.87109006,43.78
群芳园3,116.6576129,39.87084715,37.67
群芳园4,116.6575782,39.8707532,37.11
人民医院通州院区,116.7622274,39.77299438,1.56
任辛庄村,116.8223671,39.81044078,3.22
日光清城1,116.6395701,39.89325542,16.56
日光清城2,116.6396023,39.89324904,17.11
日光清城3,116.6395362,39.89327745,15.44
日新路北口,116.6449272,39.87398287,4.89
日新路南口1,116.6448615,39.85093264,1.56
日新路南口2,116.6447618,39.85100367,1.56
融科钧廷,116.5308599,39.74165219,4.89
融商三路北口,116.5758046,39.76766591,1
融商四路,116.5722083,39.7658326,1
瑞都国际公园,116.6749356,39.86359296,24.33
瑞都国际小区1,116.6749086,39.86368006,26
瑞都国际小区2,116.6749157,39.86365596,24.89
润枫领尚小区,116.5510943,39.82557389,5.44
三黄庄村路口,116.787904,39.76367195,3.22
三间房1,116.695538,39.80765402,12.67
三间房2,116.6955251,39.80765493,12.67
三间房东路北口,116.5772918,39.92206895,16
三元村1,116.6889166,39.91506391,10.44
三元村2,116.6884071,39.91506232,17.11
三元村3,116.6889395,39.91509882,9.89
三元村4,116.6884061,39.91505734,17.11
三元村5,116.6888747,39.91508677,11.56
三元村南1,116.6866629,39.91202995,1.56
三元村南2,116.6864355,39.91220417,3.78
三元村南3,116.6940136,39.9061505,1.56
沙古堆村,116.785841,39.81426241,3.78
沙古堆小学,116.7903191,39.8142859,3.22
上店超市,116.7502559,39.83691309,3.22
上店村,116.7544607,39.84729867,2.11
上店村北口1,116.7492534,39.85003218,1.56
上店村北口2,116.74945,39.84990526,1.56
上店村北口3,116.749453,39.8499043,1.56
上店村北口4,116.749494,39.84989631,1.56
上店村路口1,116.7544187,39.84731967,2.11
上店村路口2,116.7543551,39.8473576,2.11
上店村路口3,116.7544377,39.84732862,2.11
上店村路口4,116.7543936,39.84735058,2.11
上店中街,116.7500676,39.83950967,2.11
上马头,116.7078382,39.87419354,3.22
上坡村东,116.8766116,39.77830177,1.56
神驹村,116.6536442,39.69570291,2.11
神驹村北口(北行),116.6535812,39.70304979,2.11
神驹村北口(西行),116.6542073,39.70316717,2.67
神仙村,116.7315224,39.7226408,4.89
神仙村路口,116.7236334,39.72173043,1.56
沈庄村路口,116.7941985,39.74790736,1.56
史村,116.5842857,39.73929825,21
史东仪村,116.9012208,39.8185121,1.56
首创国际半岛,116.8301548,39.63888152,1
双埠头道口,116.6666785,39.96919118,1.56
水仙西路1,116.6915775,39.90664533,12.67
水仙西路2,116.6918397,39.90633413,12.67
宋庄1,116.7242254,39.94292331,37.11
宋庄2,116.7242608,39.94285079,35.44
宋庄3,116.7241905,39.94294225,37.11
宋庄4,116.7241855,39.94293022,36.56
宋庄5,116.7241982,39.94293824,37.11
宋庄6,116.7242055,39.9429473,37.11
宋庄美术馆1,116.7092777,39.96245117,12.67
宋庄美术馆2,116.7093517,39.9624774,12.67
宋庄市场,116.7279964,39.9447488,26.56
宋庄镇辛店村,116.7330381,39.95857697,2.67
苏坨新村,116.6786373,39.93888655,2.67
苏庄村1,116.7760607,39.79963681,2.67
苏庄村2,116.7760475,39.79969519,2.67
苏庄村3,116.7760336,39.79966877,2.67
苏庄村4,116.7760787,39.7996099,2.67
台湖村东口,116.6418166,39.83187538,4.33
台湖东口,116.6396767,39.83628273,6.56
台湖法院,116.5625647,39.82553481,2.67
台湖图书城,116.6164884,39.83345493,7.11
台湖图书城南,116.6157671,39.82848347,3.22
台湖卫生院西(临时站),116.6418284,39.83418641,2.67
台湖舞美艺术中心(临时站),116.6248777,39.83669545,2.11
台湖西口,116.6280132,39.83670666,1.56
台湖印象,116.6389615,39.83905475,2.67
台湖镇,116.6417928,39.83185143,4.33
台湖中学,116.6310594,39.83901111,2.11
台头新苑,116.8464008,39.63486996,1
太玉园,116.6957903,39.85286386,23.78
太玉园北口1,116.6943249,39.85584775,19.33
太玉园北口2,116.6943738,39.8558617,18.78
太玉园北口3,116.6945263,39.85578662,19.33
太玉园北口4,116.6943567,39.85591668,18.22
太玉园北口5,116.6943917,39.85583968,18.22
太玉园北口6,116.6943697,39.8558698,18.78
太玉园北口7,116.6943697,39.85586973,18.78
太玉园小区1,116.6956148,39.85294602,23.22
太玉园小区2,116.6956817,39.85287501,24.33
太玉园小区3,116.6956697,39.85291503,23.22
太玉园小区4,116.6956527,39.85297202,23.22
太玉园小区5,116.6956347,39.85298124,24.33
太玉园小区6,116.6956378,39.85298193,23.78
太玉园总站,116.6928208,39.85230811,7.67
天赐良园,116.6332644,39.92521213,25.44
田家府村1,116.6519472,39.85103978,1
田家府村2,116.6519302,39.85102879,1
田家府村3,116.651919,39.85111644,1
通惠北路北口1,116.6367109,39.91437206,17.11
通惠北路北口2,116.6367106,39.91427163,17.67
通惠北路北口3,116.6367111,39.91434688,17.11
通惠北路南口1,116.6368129,39.91174713,39.89
通惠北路南口2,116.6368131,39.91172997,39.33
通惠北路南口3,116.6368133,39.91178697,40.44
通科药厂1,116.7240832,39.7850402,1
通科药厂2,116.7240612,39.7851352,1
通顺路路口,116.6555735,39.95596755,1.56
通州半壁店,116.6292217,39.88042779,11.56
通州半壁店1,116.6293574,39.88043777,12.11
通州半壁店2,116.6293444,39.88050379,11.56
通州半壁店3,116.6293461,39.88157872,8.22
通州半壁店4,116.6293771,39.88154563,6.56
通州半壁店新村1,116.6293499,39.87770787,11.56
通州半壁店新村2,116.6293398,39.87770593,12.11
通州半壁店新村3,116.6292451,39.87796001,12.11
通州北关(临时站),116.6496355,39.9210979,4.89
通州北关桥南,116.6496208,39.92110109,4.89
通州北苑路口东(临时站),116.6339244,39.9056269,25.44
通州北苑路口东1,116.6319771,39.90541565,18.78
通州北苑路口东10,116.6336207,39.90559759,28.22
通州北苑路口东2,116.6320174,39.90542559,19.33
通州北苑路口东3,116.6319743,39.90540195,18.78
通州北苑路口东4,116.6335573,39.905595,26
通州北苑路口东5,116.632478,39.90556676,22.11
通州北苑路口东6,116.6336789,39.90558511,28.78
通州北苑路口东7,116.6320321,39.90542406,19.33
通州北苑路口东8,116.6319393,39.90542203,18.22
通州北苑路口东9,116.633617,39.90559511,28.22
通州北苑路口南1,116.6315457,39.90361439,53.22
通州北苑路口南2,116.6315317,39.90366323,52.67
通州北苑路口南3,116.6315058,39.90368386,48.78
通州北苑路口南4,116.6312249,39.90412561,31.56
通州北苑路口西1,116.6276766,39.90552796,17.11
通州北苑路口西2,116.6277685,39.90551762,18.22
通州北苑路口西3,116.6279373,39.90549965,18.78
通州车站路口西1,116.6554888,39.89944208,12.11
通州车站路口西2,116.6555,39.89944194,12.11
通州车站路口西3,116.6554757,39.89942328,12.11
通州崔各庄,116.6968646,39.69383719,2.11
通州第二医院1,116.5398767,39.75384626,51
通州第二医院2,116.5398667,39.75367923,46.56
通州第二医院3,116.5398667,39.75367902,46.56
通州第一职业学校,116.7342175,39.96524176,4.33
通州靛庄1,116.7723867,39.80808867,2.11
通州靛庄2,116.7723739,39.80812758,2.11
通州靛庄3,116.7723969,39.80806562,2.11
通州靛庄村,116.7723739,39.80806759,2.11
通州东关,116.6712218,39.90809787,1.56
通州东关西1,116.6684791,39.90775926,9.33
通州东关西2,116.6683176,39.90776544,8.78
通州东关西3,116.6678151,39.90767691,4.89
通州东关西4,116.6682847,39.90777848,8.78
通州风港基地,116.7913234,39.77687404,6
通州凤港基地1,116.7913008,39.77686769,6
通州凤港基地2,116.7913189,39.77689074,6
通州妇幼保健院,116.6772969,39.88492836,17.67
通州古城村1,116.7133286,39.91534703,1
通州古城村2,116.7118148,39.91558442,2.11
通州古城村3,116.7133046,39.91535499,1
通州古城村4,116.713468,39.91534775,1
通州马坊村1,116.8277316,39.82479947,3.22
通州马坊村2,116.8276816,39.82485039,3.22
通州南关西1,116.6603325,39.89918372,13.22
通州南关西2,116.660228,39.89918569,14.33
通州南关西3,116.6602906,39.89916176,14.33
通州区中医医院,116.6397382,39.88454791,15.44
通州三间房1,116.6954484,39.807097,17.11
通州三间房2,116.6955471,39.8075819,13.22
通州三间房3,116.6678731,39.88521227,4.33
通州三间房村,116.6955271,39.8076029,12.67
通州三间房西,116.6678461,39.88521133,4.33
通州石槽村1,116.83756,39.75405596,4.33
通州石槽村2,116.8374315,39.7541401,3.78
通州石槽村3,116.8374608,39.75414065,3.78
通州石槽村北1,116.8309185,39.75848997,2.11
通州石槽村北2,116.8309455,39.75846494,2.11
通州田村,116.7810676,39.75164157,3.22
通州佟麟阁大街1,116.6519207,39.90449913,15.44
通州佟麟阁大街2,116.6519036,39.90452834,15.44
通州佟麟阁大街3,116.6519037,39.90451042,15.44
通州佟麟阁大街4,116.6519047,39.9044591,14.89
通州佟麟阁大街5,116.6521572,39.90330592,27.67
通州西门路口北1,116.6375955,39.90724395,31.56
通州西门路口北2,116.6375559,39.90724259,31
通州西门路口北3,116.6375852,39.90728484,31.56
通州西门路口北4,116.6375302,39.90730175,30.44
通州西门路口北5,116.6373466,39.90766688,21
通州西门路口北6,116.637587,39.90725578,31
通州西门路口东1,116.6387793,39.90613332,42.11
通州西门路口东2,116.6390782,39.90616592,41.56
通州西门路口东3,116.6409528,39.90642469,16
通州西门路口东4,116.6390961,39.90615885,41
通州西门路口东5,116.6389864,39.90614993,41
通州西门路口东6,116.640873,39.90642474,17.67
通州西门路口东7,116.6394256,39.90619724,39.33
通州西门路口南1,116.6379494,39.90443548,98.78
通州西门路口南2,116.6380514,39.90430481,92.67
通州西门路口南3,116.6379396,39.9043578,101
通州小海子,116.7218457,39.67284763,3.22
通州小街南口1,116.6748674,39.87157748,5.44
通州小街南口2,116.6748824,39.8715774,5.44
通州小街南口3,116.6748754,39.87164544,6
通州小街桥东1,116.6701278,39.87686206,4.33
通州小街桥东10,116.6701763,39.8768236,5.44
通州小街桥东11,116.6701942,39.87684061,5.44
通州小街桥东12,116.6701633,39.87683863,5.44
通州小街桥东13,116.6701225,39.87685466,4.33
通州小街桥东14,116.6701631,39.87682784,4.89
通州小街桥东15,116.6701674,39.87681261,4.89
通州小街桥东2,116.6701134,39.87686872,4.33
通州小街桥东3,116.6700766,39.87689671,4.89
通州小街桥东4,116.6700995,39.87687987,4.33
通州小街桥东5,116.6702251,39.87679456,5.44
通州小街桥东6,116.6701055,39.8768807,4.33
通州小街桥东7,116.6701324,39.87685769,4.33
通州小街桥东8,116.6701484,39.87683166,4.89
通州小街桥东9,116.6685771,39.87829004,6.56
通州小辛庄村,116.8106913,39.81078325,2.11
通州杨庄,116.626115,39.89814172,28.78
通州杨庄北口,116.6259881,39.90432832,19.33
通州杨庄南口,116.6261796,39.89338398,7.67
佟麟阁大街,116.6519038,39.90449507,15.44
土桥村1,116.6847592,39.86971242,4.33
土桥村10,116.6845818,39.86976552,4.33
土桥村11,116.6847164,39.86972748,4.33
土桥村2,116.6847652,39.86968542,4.33
土桥村3,116.6847243,39.86971647,4.33
土桥村4,116.6847552,39.86971879,4.33
土桥村5,116.6848639,39.8696953,4.33
土桥村6,116.6849995,39.86964625,4.33
土桥村7,116.6847074,39.86972444,4.33
土桥村8,116.6829615,39.870296,4.33
土桥村9,116.6847124,39.86969938,4.33
土桥欣村1,116.6931481,39.86741573,16.56
土桥欣村2,116.6931082,39.86741182,16.56
土桥欣村3,116.6930775,39.8674333,17.11
土桥欣村4,116.6931421,39.86741774,16.56
土桥欣村5,116.6931421,39.86741774,16.56
土桥欣村6,116.6930833,39.86742582,17.11
土桥欣村7,116.6930654,39.86742583,17.11
土桥欣村8,116.69319,39.86741273,17.11
土桥新桥东1,116.7026908,39.86493472,3.22
土桥新桥东2,116.7027707,39.86489266,3.78
土桥新桥东3,116.7028008,39.86490566,3.22
土桥新桥东4,116.7027398,39.86491968,3.22
土桥新桥东5,116.7027687,39.86490166,3.22
土桥新桥东6,116.7027088,39.8649217,3.78
土桥新桥东7,116.702651,39.86492478,3.78
土桥新桥东8,116.7028216,39.86489368,3.22
团瓢庄工业区,116.6009516,39.7575055,1.56
团瓢庄南口,116.6052375,39.75763687,2.67
疃里,116.6927467,39.94663821,1.56
疃里二区,116.690513,39.95216934,2.67
疃里公交场站,116.6956728,39.95564124,2.11
疃里新村,116.6866123,39.94235015,19.33
疃里一区,116.6883532,39.94788937,8.22
疃里一区南门,116.6896152,39.94205279,2.11
坨堤1,116.6865563,39.77028277,2.67
坨堤2,116.6862653,39.76997203,1.56
坨堤村,116.6638507,39.77177305,6
外交部培训中心,116.7324586,39.8366732,1.56
外郎营村,116.6168288,39.82406971,2.11
外郎营东口,116.6316624,39.82482205,3.22
万盛北街1,116.6364484,39.87285581,4.33
万盛北街2,116.6377259,39.87280403,4.33
万盛南街南口,116.6233837,39.86192089,1.56
万盛中一街,116.6423304,39.87071405,8.22
王楼村,116.7459485,39.7995486,1.56
王庄耿楼村,116.8348927,39.78363545,4.89
王庄耿楼村(临时站),116.83487,39.78175061,1
望君疃村1,116.850742,39.81364733,2.67
望君疃村2,116.850779,39.81375248,2.67
温馨家园,116.5453243,39.73694239,3.22
温馨家园小区,116.5409395,39.74000811,2.67
吴各庄村,116.6187722,40.01809855,9.33
吴营村,116.7590168,39.80346678,9.89
武辛庄村1,116.8626972,39.81371873,2.67
武辛庄村2,116.8632838,39.8138027,2.67
武兴路口1,116.7446231,39.85363177,1
武兴路口2,116.7446584,39.85255089,1.56
武兴路口3,116.7445599,39.85260772,1
武兴路口4,116.7445484,39.85260086,1
武兴路口5,116.7446414,39.85255392,1.56
武兴路口6,116.7444035,39.85270569,1
武窑村1,116.7644505,39.84219599,1
武窑村2,116.7644837,39.84219902,1
武窑村3,116.7645346,39.84213519,1
武窑村4,116.7644686,39.84220211,1
武窑村5,116.7643335,39.84230189,1
武窑村北,116.7700174,39.85361375,1
武夷花园1,116.6945692,39.91637346,13.22
武夷花园2,116.6923525,39.91610011,9.33
武夷花园3,116.6944894,39.91636453,14.33
武夷花园4,116.6922976,39.91607816,9.33
武夷花园5,116.6945118,39.91636935,14.33
西大街路口东1,116.6546029,39.90746554,21.56
西大街路口东2,116.6550106,39.90748717,13.22
西大街路口东3,116.6536558,39.90735039,43.22
西大街路口东4,116.6548521,39.90748731,15.44
西大街路口东5,116.6537054,39.9073491,39.89
西大街路口西1,116.6468454,39.90685013,9.89
西大街路口西2,116.6469962,39.90685208,10.44
西大街路口西3,116.6496233,39.90713083,10.44
西大街路口西4,116.6495783,39.90705291,11.56
西大街路口西5,116.6494278,39.90704508,9.89
西大街路口西6,116.6493859,39.90713815,8.22
西大街路口西7,116.6496666,39.90706265,12.11
西定安村,116.8288296,39.72514212,1.56
西定福庄客运站,116.73721,39.83605534,1.56
西垡村,116.6968995,39.6868233,6
西河村,116.8007947,39.67421147,1.56
西黄垡村,116.8119459,39.73225112,1.56
西集1,116.8716649,39.81232859,2.67
西集2,116.8724305,39.81206364,4.33
西集村东口,116.8819282,39.81720213,2.67
西集镇,116.8765974,39.81639355,10.44
西集镇西口,116.8730851,39.81564223,5.44
西集中学南,116.8727641,39.81459196,9.89
西军庄,116.6059777,39.91203289,3.22
西潞苑小区1,116.651877,39.93600332,12.67
西潞苑小区2,116.6518663,39.93599344,12.67
西潞苑小区3,116.6518921,39.93594619,12.67
西潞苑小区4,116.6518841,39.93595512,12.67
西潞苑小区5,116.6518741,39.93600422,12.67
西马庄,116.6246225,39.91475507,3.78
西上园1,116.6726212,39.89956429,24.89
西上园2,116.6725227,39.89951686,25.44
西上园小区西门,116.6704576,39.90315959,17.67
西太平庄村,116.5931285,39.80193324,1.56
西田阳,116.6036437,39.73896849,22.67
西小马1,116.6409517,39.87947842,3.22
西小马2,116.6412318,39.87958521,3.78
西永和屯村,116.7150724,39.76679386,2.11
西赵,116.7488037,40.00436679,2.67
西庄村,116.7694325,39.71342811,4.89
祥和乐园,116.6976917,39.83875271,28.78
祥和乐园小区1,116.6975721,39.83854382,29.89
祥和乐园小区2,116.697593,39.83864884,26
祥和乐园小区3,116.6975919,39.83870873,26
祥和乐园小区4,116.697602,39.83870776,26
小堡北街1,116.7135589,39.95384662,13.78
小堡北街2,116.7135359,39.95384462,13.78
小堡北街3,116.71354,39.95385976,13.78
小堡北街4,116.7135369,39.95385561,14.33
小堡东口1,116.7193974,39.94128436,12.67
小堡东口2,116.7192078,39.94114534,13.22
小堡东口3,116.7193574,39.94131036,12.67
小堡环岛1,116.7121245,39.95876959,14.33
小堡环岛2,116.7121411,39.95879772,14.33
小堡环岛北1,116.7120883,39.95831175,16
小堡环岛北2,116.7120834,39.95797181,19.33
小堡路口北,116.7124183,39.98619696,2.11
小堡南街1,116.7173978,39.94413342,26
小堡南街2,116.7173848,39.94412443,26.56
小堡南街3,116.7174032,39.94409277,27.11
小堡南街4,116.7174108,39.94409041,27.67
小堡南口,116.7189395,39.93998148,2.11
小堡商业广场1,116.7158102,39.94804945,34.89
小堡商业广场2,116.7157793,39.94809238,37.11
小堡商业广场3,116.7158265,39.94808975,36.56
小堡商业广场4,116.7158172,39.94809148,36.56
小堡西口,116.7141542,39.9397714,3.22
小堡艺术东区1,116.7124677,39.96208946,9.33
小堡艺术东区2,116.7124597,39.96218843,11
小堡艺术东区3,116.7124746,39.96215574,11
小堡艺术东区4,116.7124418,39.96217835,11
小北关1,116.7241382,39.77887286,1
小北关2,116.7241433,39.77825096,1.56
小东各庄村1,116.8223611,39.83816535,1.56
小东各庄村2,116.8224513,39.83793257,1.56
小豆各庄村,116.7818729,39.85371019,2.11
小杜社村,116.6575591,39.75314611,4.33
小杜社村西口,116.6463305,39.75639961,2.67
小甘棠村,116.7763853,39.85367579,3.78
小稿村1,116.634975,39.87481248,3.22
小稿村2,116.6424915,39.8727798,11
小稿村南站,116.6448131,39.87134817,6.56
小耕垡1,116.6906875,39.74456829,1.56
小耕垡2,116.6906936,39.74452044,1.56
小潞邑1,116.6837096,39.92983989,21.56
小潞邑2,116.6835927,39.92982457,22.67
小潞邑3,116.6827203,39.92975842,25.44
小潞邑北站1,116.6858646,39.93142345,10.44
小潞邑北站2,116.6855783,39.93240566,13.22
小潞邑村,116.6867603,39.93043192,13.22
小庞村,116.6956584,39.99052716,2.11
小松垡村,116.6491942,39.73079648,2.67
小松垡村北口,116.6488646,39.73390141,1.56
小务村路口,116.8145823,39.6760872,19.89
小杨庄桥,116.743149,39.97203128,1.56
小营村,116.6902484,39.99813546,1.56
小营村北口,116.6898874,40.00051648,7.67
小周易村,116.5747878,39.73801683,3.22
小周易村西,116.5619106,39.73710011,3.78
谢家楼村1,116.8242751,39.83361535,3.22
谢家楼村2,116.8243825,39.83305866,3.78
谢家楼村南1,116.82556,39.82977077,2.67
谢家楼村南2,116.8256432,39.829475,2.11
辛安屯村1,116.7125404,39.90895665,1.56
辛安屯村2,116.7125634,39.90893064,1.56
辛店村北,116.7347532,39.9633468,3.22
辛店银行,116.7364873,39.9604015,3.22
新潮嘉园,116.6912864,39.93201422,7.67
新城职业学校,116.6341108,39.83653104,2.67
新河村路口1,116.6456666,39.79098622,2.11
新河村路口2,116.6456506,39.79098131,2.11
新华大街1,116.6598146,39.90760969,12.11
新华大街2,116.6596711,39.90760076,11.56
新华大街3,116.6597717,39.90751067,12.11
新华大街4,116.6595942,39.90759682,11
新华大街5,116.6597412,39.90750143,12.67
新华联会议中心,116.6210067,39.83305775,6.56
新华联家园1,116.6350388,39.89146733,33.22
新华联家园2,116.6350497,39.89156924,31.56
新华联家园西门,116.6293907,39.88885314,27.11
新华联锦园,116.6260615,39.90124951,29.89
新通联合驾校,116.7641271,39.68028902,1.56
鑫隅三街,116.8662172,39.71958738,3.22
鑫隅三街东,116.8710533,39.71990742,3.22
星悦国际,116.5775138,39.76149252,6.56
邢各庄,116.7283334,39.93491828,7.11
兴光二街,116.5534072,39.8255183,3.22
兴光三街东口,116.5630728,39.82236625,2.67
兴惠艺术园区1,116.7132198,39.96931177,8.22
兴惠艺术园区2,116.7132058,39.9691408,8.78
兴贸二街,116.5761598,39.76385378,1
兴贸一街,116.5688553,39.76473209,1
兴武林村北口1,116.6518438,39.80938838,3.22
兴武林村北口2,116.6518578,39.80934238,3.22
兴武林村南口1,116.6516111,39.80630587,3.78
兴武林村南口2,116.6516479,39.80631581,3.78
幸福艺居小区,116.6811455,39.88764816,19.89
徐官屯村,116.8449867,39.72777995,3.78
徐官屯村路口,116.8421806,39.7273579,2.11
徐宋路,116.7127126,39.97633548,2.11
徐辛庄敬老院,116.6958283,39.98842716,3.22
徐辛庄路口,116.672952,39.98520833,13.78
徐辛庄市场,116.6851073,39.98516207,23.22
徐辛庄卫生院,116.6960182,39.9857872,9.89
徐辛庄邮局,116.691215,39.98522355,7.11
许各庄村,116.7688029,39.7976825,1
堰上村路口,116.6453253,39.76886697,1.56
杨堤,116.7979139,39.76939245,5.44
杨堤村1,116.7980992,39.76923374,5.44
杨堤村2,116.7979229,39.76940627,5.44
杨家洼1,116.6595993,39.8855673,22.67
杨家洼10,116.6595043,39.88564454,21
杨家洼11,116.6596351,39.88554118,22.67
杨家洼12,116.6595863,39.88557735,22.67
杨家洼13,116.6593928,39.88570651,19.33
杨家洼14,116.659689,39.8855012,22.67
杨家洼15,116.6595943,39.88556931,22.67
杨家洼16,116.6596242,39.88553932,22.67
杨家洼17,116.6595344,39.88562431,21
杨家洼2,116.6596297,39.88554859,22.67
杨家洼3,116.6596521,39.88552829,22.67
杨家洼4,116.6596252,39.8855533,22.67
杨家洼5,116.6594845,39.88566553,20.44
杨家洼6,116.6595644,39.8855793,22.67
杨家洼7,116.6596003,39.88556626,22.67
杨家洼8,116.6596212,39.88555732,22.67
杨家洼9,116.660356,39.88509965,22.67
杨家洼路口北1,116.6636824,39.88530542,16.56
杨家洼路口北2,116.6637491,39.88528535,16.56
杨家洼路口南1,116.6608489,39.88218935,89.33
杨家洼路口南2,116.6610951,39.88265806,99.89
杨家洼路口南3,116.6608238,39.88207914,84.89
杨家洼路口南4,116.660812,39.88203133,83.22
杨闸环岛东,116.5956854,39.91109931,2.67
杨闸环岛西,116.5911026,39.91058577,21.56
养殖场,116.7118369,39.83751382,2.11
样本小区1,116.539545,39.74728001,3.22
样本小区2,116.5395451,39.74733485,3.22
样田村1,116.6455246,39.78770879,2.11
样田村2,116.6455046,39.78769474,2.11
样田村3,116.6455205,39.78805074,1.56
