PointName,Lng,Lat,Score
姚辛庄1,116.6289696,39.75641631,1
姚辛庄2,116.7642308,39.82346525,1.56
姚辛庄北口,116.7741244,39.82276858,4.33
姚辛庄村1,116.7729291,39.81964947,1.56
姚辛庄村2,116.7729021,39.81955744,1.56
姚辛庄村3,116.7729381,39.81966146,1.56
姚辛庄村4,116.7729331,39.81965841,1.56
姚辛庄村北口1,116.7741043,39.82273226,4.33
姚辛庄村北口2,116.7741253,39.82279629,3.78
姚辛庄村北口3,116.7741513,39.82282528,3.78
姚辛庄村北口4,116.7741333,39.82278328,4.33
姚辛庄村西(临时站),116.7613554,39.82349222,1
姚辛庄东口,116.6330458,39.75991288,1.56
姚辛庄南口,116.7729211,39.8195885,1.56
窑上村1,116.6516117,39.80286319,1.56
窑上村2,116.6516196,39.80288716,1.56
怡芳园,116.5784582,39.80175293,32.67
怡乐南街公交场站1,116.6350427,39.88102504,4.33
怡乐南街公交场站2,116.6352419,39.88103303,4.33
怡乐南街公交场站3,116.6339225,39.88104371,2.11
怡乐南街公交场站4,116.6339346,39.88103457,2.11
怡乐中街1,116.6367976,39.8829339,5.44
怡乐中街2,116.6368045,39.88304786,5.44
怡乐中路北口1,116.6293854,39.89081308,16.56
怡乐中路北口2,116.6293984,39.89077302,18.78
怡乐中路北口3,116.6293984,39.89072299,19.89
尹各庄村,116.6505709,39.98362517,8.22
尹各庄村东口,116.6514803,39.97735091,2.11
尹各庄村委会,116.6511303,39.97969128,3.78
尹家河村,116.9160374,39.81848195,1.56
应寺检查站,116.7205075,39.6384733,1
永昌南路南站1,116.5312041,39.76947934,18.22
永昌南路南站2,116.5310803,39.76954232,16.56
永昌南路南站3,116.5311606,39.76945298,17.67
永乐店1,116.7839089,39.70840501,12.11
永乐店2,116.7813116,39.70872471,32.11
永乐店3,116.7842032,39.70837161,12.11
永乐店卫生院,116.786726,39.70802987,4.33
永乐店卫生院(临时站),116.7873827,39.70795826,3.22
永乐店西口,116.7750317,39.7112892,13.22
永乐店镇粮库,116.7789938,39.67478994,7.67
永乐店中学,116.7830791,39.71485515,2.11
永顺村委会,116.6447529,39.91368134,6.56
于家务,116.6970088,39.71443294,5.44
于家务村东口,116.7062491,39.71927763,15.44
于家务村西口,116.6971154,39.72183181,1.56
于家务西口,116.6971203,39.72181183,1.56
于家务一桥,116.6961377,39.7352166,1.56
榆林庄,116.7836027,39.78536468,3.78
榆林庄村1,116.7836517,39.78528079,3.22
榆林庄村2,116.7836045,39.78535498,3.78
榆林庄村3,116.7836907,39.7852878,3.22
榆林庄村4,116.7835775,39.78538181,3.78
榆林庄村北1,116.7796433,39.79094593,1.56
榆林庄村北2,116.7796441,39.79094739,1.56
榆林庄村北3,116.779626,39.79093225,1.56
玉带河东街路口南,116.6851364,39.90076702,8.22
玉带河西街西口,116.6339618,39.90148226,8.78
玉甫上营1,116.6518757,39.83270726,9.33
玉甫上营2,116.6518767,39.83268427,9.33
玉甫上营3,116.6518766,39.83268344,9.33
玉甫上营南口1,116.6519218,39.82537788,1.56
玉甫上营南口2,116.6519118,39.82536286,1.56
玉江佳园,116.574509,39.80171308,35.44
玉桥北里,116.6783954,39.89362734,16
玉桥东里1,116.6828866,39.88487317,7.11
玉桥东里2,116.6828392,39.88493901,7.67
玉桥东里南门,116.6859902,39.88381888,6
玉桥东路1,116.6797189,39.89007656,12.67
玉桥东路2,116.6795311,39.89040808,9.33
玉桥东路3,116.6796701,39.8901496,12.11
玉桥东路4,116.6795058,39.89043543,9.33
玉桥东路5,116.6794906,39.89047876,9.33
玉桥东一路北口(临时站),116.686274,39.8900307,4.89
玉桥小区,116.676406,39.89107358,9.33
玉桥中路1,116.6714191,39.89460202,38.22
玉桥中路2,116.6714101,39.89464617,36
玉桥中路北口1,116.6707725,39.89847622,20.44
玉桥中路北口2,116.6707944,39.89830553,24.89
月亮湾,116.7177442,39.83405379,7.11
月亮湾桥北,116.7191373,39.84084616,7.11
月亮湾小区,116.7177801,39.83419484,7.11
岳庄1,116.6505663,39.91347873,5.44
岳庄2,116.6508221,39.91270897,24.33
岳庄3,116.6507797,39.91288061,16
岳庄4,116.6505511,39.91341885,6.56
岳庄5,116.6505322,39.91353105,5.44
岳庄6,116.6508036,39.91286253,18.22
云景东路1,116.6602403,39.87966112,57.11
云景东路2,116.6605492,39.88034376,86
云景东路3,116.6602352,39.8796239,55.44
云景东路4,116.6602213,39.87957312,54.33
云景里1,116.6592062,39.87568236,44.33
云景里2,116.6596895,39.87666286,33.78
云景里3,116.659232,39.87573548,45.44
云景里4,116.6591913,39.87559338,45.44
运河明珠家园1,116.6815916,39.90054756,27.67
运河明珠家园2,116.6815962,39.90052915,28.78
运河森林公园西门,116.7314962,39.87900775,2.67
运河湾小区1,116.6891789,39.90370739,3.78
运河湾小区2,116.6891819,39.90370337,3.78
运河湾小区3,116.6893703,39.90388322,4.89
运河湾小区4,116.6892058,39.90370135,3.78
运河中学高中部,116.6191116,39.87481962,1.56
运乔嘉园1,116.6868132,39.89095918,5.44
运乔嘉园2,116.6852837,39.89114245,4.33
运乔嘉园3,116.6868331,39.89095916,6
运通医院,116.7159762,39.84881192,8.78
枣林村,116.7211851,39.65919716,1.56
枣林桥,116.7213105,39.66106386,1.56
枣林庄北口1,116.7215498,39.81253043,4.89
枣林庄北口2,116.7215278,39.81266349,4.89
枣林庄南口1,116.7233628,39.80592209,1.56
枣林庄南口2,116.7233408,39.80605911,1.56
枣林庄小学1,116.7223219,39.80978872,6
枣林庄小学2,116.722326,39.80965074,6.56
寨里村,116.648081,40.00083124,1.56
寨辛庄村,116.6471745,40.00683353,2.11
张凤路北口,116.7150278,39.86132523,5.44
张各庄,116.7977731,39.70664319,1.56
张各庄村,116.7978533,39.70662443,1.56
张家湾开发区1,116.7155547,39.86171503,4.89
张家湾开发区2,116.7155896,39.86169606,4.89
张家湾开发区3,116.7156315,39.86169619,4.89
张家湾开发区4,116.7155537,39.86170305,4.89
张家湾开发区5,116.7150338,39.8613732,4.89
张家湾开发区6,116.7155716,39.8617081,4.89
张家湾开发区7,116.7156116,39.86169806,4.89
张家湾小学,116.715733,39.85188575,22.67
张家湾镇1,116.6975251,39.84461637,7.11
张家湾镇2,116.6975919,39.84503229,10.44
张家湾镇3,116.6974852,39.84484536,7.11
张家湾镇4,116.6975201,39.84469337,7.67
张家湾镇5,116.697505,39.84476593,6.56
张家湾镇6,116.6975161,39.84476634,6.56
张家湾镇大辛庄,116.7183208,39.82454857,12.11
张家湾镇垡头1,116.7239748,39.7942563,1.56
张家湾镇垡头2,116.7240866,39.79411829,1.56
张家湾镇政府1,116.715295,39.85771645,8.22
张家湾镇政府2,116.7153019,39.85773846,8.22
张家湾中心小学,116.7157441,39.85190181,22.11
张梁路,116.7235315,39.85071932,17.67
张梁路路口东1,116.7300832,39.85079334,1.56
张梁路路口东2,116.73022,39.85081844,1.56
张梁路路口西,116.7165558,39.84921086,7.67
张辛庄村1,116.7270513,39.85891206,1.56
张辛庄村2,116.7270802,39.85890812,1.56
张辛庄村3,116.7268987,39.85893765,1.56
张辛庄村4,116.7269604,39.85892007,1.56
张辛庄村5,116.7270083,39.85892507,1.56
张辛庄村6,116.7268736,39.85892906,1.56
张辛庄村7,116.7263445,39.85850202,1.56
张辛庄村西1,116.7208415,39.86043753,2.67
张辛庄村西2,116.7214205,39.86028157,2.67
张辛庄村西3,116.7214342,39.86028669,2.67
张辛庄村西4,116.7214535,39.86027651,2.67
张辛庄村西5,116.7213816,39.8602986,2.67
张辛庄村西6,116.7214395,39.86029257,2.67
长陵营,116.7929322,39.77498664,5.44
召里1,116.7290733,39.92360921,1
召里2,116.7290753,39.92369621,1
召里3,116.7290793,39.9236236,1
召里4,116.7290883,39.92361011,1
召里村,116.7290854,39.92338321,1
召里南1,116.7294766,39.9187916,1.56
召里南2,116.7294795,39.91901375,1.56
召里南3,116.7294816,39.91893559,1.56
中辛庄1,116.7241172,39.79666703,1.56
中辛庄2,116.7241141,39.79656705,1.56
中辛庄村,116.7383365,39.79742727,2.11
周坡庄村委会,116.6132118,39.82303738,1.56
周起营,116.7592218,39.73404613,1.56
周营村北口,116.5513237,39.72884024,8.78
周营村南口,116.5515091,39.72149873,3.78
周营村中街,116.5514214,39.72532806,23.22
朱家垡村,116.6292923,39.84809516,2.11
珠江四季悦城,116.5765626,39.75653157,2.11
珠江逸景,116.5392215,39.73962783,18.22
珠江逸景小区,116.5393235,39.74130883,11
砖厂中路,116.6897842,39.87035614,44.33
紫峰九院城,116.7252676,39.68039655,13.22
地铁黄渠站,116.5709557,39.92399016,0
