lon,lat,amenity
-73.930386,40.766666,school
-73.995967,40.7443937,school
-73.9960877,40.7444445,school
-73.9959527,40.7446298,school
-73.995832,40.744579,school
-73.9958496,40.7445548,school
-73.9958826,40.7445094,school
-73.9959283,40.7444467,school
-73.995967,40.7443937,school
-74.0000897,40.7492834,school
-74.0000106,40.7492846,school
-74.0000072,40.7491559,school
-73.9997337,40.7491602,school
-73.9997298,40.7490155,school
-73.9999916,40.7490114,school
-73.9999903,40.748964,school
-74.000002,40.7489638,school
-73.9999924,40.7486051,school
-74.0000728,40.7486038,school
-74.0000725,40.7485929,school
-74.0001305,40.748592,school
-74.0001308,40.7486029,school
-74.0002068,40.7486018,school
-74.0002151,40.7489092,school
-74.0007371,40.7489011,school
-74.0007387,40.7489607,school
-74.0007532,40.7489605,school
-74.0007543,40.7490021,school
-74.0007398,40.7490023,school
-74.0007414,40.7490628,school
-74.0004847,40.7490668,school
-74.0004869,40.7491484,school
-74.0002225,40.7491526,school
-74.0002259,40.7492813,school
-74.0001447,40.7492825,school
-74.000145,40.7492927,school
-74.00009,40.7492935,school
-74.0000897,40.7492834,school
-73.981966,40.7379875,school
-73.9820773,40.7380342,school
-73.9820884,40.7380189,school
-73.9820828,40.7380152,school
-73.9820795,40.7380102,school
-73.9820789,40.7380046,school
-73.9820811,40.7379993,school
-73.9820859,40.737995,school
-73.9820924,40.7379925,school
-73.9820996,40.7379922,school
-73.9821065,40.737994,school
-73.9821442,40.7379421,school
-73.982244,40.737984,school
-73.9822266,40.738008,school
-73.9820727,40.73822,school
-73.9820412,40.7382067,school
-73.9820662,40.7381722,school
-73.982042,40.738162,school
-73.982017,40.7381965,school
-73.9818616,40.7381313,school
-73.981966,40.7379875,school
-73.9830301,40.7397476,school
-73.983898,40.7401124,school
-73.9838585,40.7401669,school
-73.983946,40.7402034,school
-73.9839872,40.7402207,school
-73.9839567,40.7402635,school
-73.9840175,40.7402898,school
-73.9837716,40.7406282,school
-73.9833786,40.740463,school
-73.983204,40.740389,school
-73.9827136,40.7401833,school
-73.9827163,40.7401795,school
-73.9827342,40.740155,school
-73.9827598,40.7401198,school
-73.9829607,40.7398431,school
-73.9829911,40.7398014,school
-73.9830301,40.7397476,school
-73.9779966,40.7379331,school
-73.9780152,40.7379076,school
-73.9780051,40.7379033,school
-73.9780239,40.7378777,school
-73.9780339,40.7378819,school
-73.9780468,40.7378642,school
-73.9780373,40.7378601,school
-73.978049,40.7378441,school
-73.9780586,40.7378481,school
-73.9780717,40.7378301,school
-73.9780621,40.7378261,school
-73.9780809,40.7378003,school
-73.9780905,40.7378044,school
-73.978103,40.7377872,school
-73.9780943,40.7377835,school
-73.9781064,40.7377669,school
-73.9781151,40.7377706,school
-73.9781276,40.7377536,school
-73.9781188,40.7377499,school
-73.9781378,40.7377239,school
-73.9781519,40.7377298,school
-73.9781617,40.7377165,school
-73.978155,40.7377136,school
-73.9781659,40.7376987,school
-73.9786184,40.7378897,school
-73.9786075,40.7379045,school
-73.9786019,40.7379021,school
-73.9785916,40.7379163,school
-73.9786048,40.7379219,school
-73.9785859,40.7379477,school
-73.9788124,40.7380433,school
-73.9787166,40.7381747,school
-73.9786818,40.7382224,school
-73.9782997,40.738061,school
-73.9779966,40.7379331,school
-73.9833098,40.7480727,school
-73.9843119,40.7484971,school
-73.9839698,40.7489648,school
-73.9829666,40.7485406,school
-73.9830633,40.7484088,school
-73.9831378,40.7483075,school
-73.9833098,40.7480727,school
-73.9819696,40.7536841,school
-73.9819656,40.7536896,school
-73.9819051,40.7536644,school
-73.9818442,40.7536392,school
-73.9818482,40.7536337,school
-73.9814881,40.7534817,school
-73.9817,40.7531913,school
-73.9817412,40.7531349,school
-73.9816768,40.7531079,school
-73.9818456,40.7528767,school
-73.9819139,40.7529053,school
-73.9819527,40.7528522,school
-73.9821701,40.7525526,school
-73.9830092,40.7529068,school
-73.9829473,40.7529899,school
-73.9829459,40.7529916,school
-73.9829564,40.7529964,school
-73.9828968,40.753078,school
-73.9828865,40.7530737,school
-73.9824544,40.7536694,school
-73.9824614,40.7536727,school
-73.9824021,40.7537539,school
-73.9823952,40.7537509,school
-73.9823919,40.7537554,school
-73.9823315,40.7538369,school
-73.9819696,40.7536841,school
-73.9914003,40.764933,school
-73.991317,40.7650497,school
-73.9911092,40.7649639,school
-73.9911174,40.7649524,school
-73.9910985,40.7649446,school
-73.9910903,40.7649561,school
-73.9910841,40.7649536,school
-73.9909993,40.7649186,school
-73.9910229,40.7648855,school
-73.9910311,40.764874,school
-73.9910677,40.7648891,school
-73.9911191,40.764817,school
-73.9911684,40.7648373,school
-73.9912421,40.7648677,school
-73.9914003,40.764933,school
-73.9859452,40.7643415,school
-73.9858161,40.7642867,school
-73.9856031,40.7641963,school
-73.9855564,40.7641765,school
-73.9856249,40.7640831,school
-73.9856717,40.7640193,school
-73.9857167,40.763958,school
-73.985773,40.7638814,school
-73.9862411,40.76408,school
-73.9862082,40.7641248,school
-73.9861848,40.7641567,school
-73.9861697,40.7641773,school
-73.9861216,40.7642427,school
-73.9860871,40.7642898,school
-73.9860658,40.7643188,school
-73.9861473,40.7643534,school
-73.9861214,40.7643886,school
-73.9860839,40.7644397,school
-73.9860486,40.7644879,school
-73.986037,40.7645037,school
-73.9858763,40.7644355,school
-73.9859159,40.7643815,school
-73.9859452,40.7643415,school
-73.9723592,40.7508608,school
-73.9726245,40.7509719,school
-73.9724503,40.7512115,school
-73.9721829,40.7511003,school
-73.9722101,40.7510637,school
-73.9723141,40.7509231,school
-73.9723592,40.7508608,school
-73.9688093,40.7485489,school
-73.9694875,40.7488359,school
-73.9694259,40.7489202,school
-73.9693475,40.7490274,school
-73.9692801,40.7489989,school
-73.9686692,40.7487403,school
-73.9686896,40.7487099,school
-73.9687318,40.7486549,school
-73.9688093,40.7485489,school
-73.9725789,40.7569861,school
-73.9725927,40.7569673,school
-73.9725324,40.7569416,school
-73.9723848,40.7568788,school
-73.9723485,40.7568633,school
-73.972328,40.7568546,school
-73.9723003,40.7568428,school
-73.9722756,40.7568323,school
-73.9724312,40.7566227,school
-73.9729402,40.7568395,school
-73.9729211,40.7568653,school
-73.9729781,40.7568908,school
-73.9728299,40.7570927,school
-73.9728166,40.757087,school
-73.9725789,40.7569861,school
-73.9458383,40.7150238,school
-73.9460748,40.7150016,school
-73.9460642,40.7149367,school
-73.9460014,40.7145534,school
-73.9459903,40.7144852,school
-73.9452677,40.7145531,school
-73.9453523,40.7150695,school
-73.9458383,40.7150238,school
-73.9384474,40.7091785,school
-73.9384464,40.7091683,school
-73.9383541,40.7086257,school
-73.9397873,40.7084693,school
-73.9398867,40.7089921,school
-73.939892,40.7090198,school
-73.9384474,40.7091785,school
-73.9842483,40.7191605,school
-73.9843637,40.7189352,school
-73.9834968,40.7186736,school
-73.9831313,40.7193884,school
-73.9831029,40.7194431,school
-73.9837373,40.7196324,school
-73.9838983,40.7196805,school
-73.9839207,40.7196872,school
-73.9841465,40.7197541,school
-73.9842318,40.71978,school
-73.9845078,40.7192487,school
-73.9845127,40.7192394,school
-73.9842483,40.7191605,school
-73.9492108,40.8185687,school
-73.9502244,40.8189988,school
-73.9506748,40.8183802,school
-73.9497798,40.8180159,school
-73.9496609,40.8181691,school
-73.9496204,40.8182205,school
-73.9495766,40.818254,school
-73.9493691,40.8184409,school
-73.9492564,40.8185382,school
-73.9492108,40.8185687,school
-73.9608961,40.712012,school
-73.9596192,40.7115448,school
-73.9593907,40.7118985,school
-73.9595089,40.7119423,school
-73.9595517,40.7119582,school
-73.959557,40.7119602,school
-73.9595686,40.7119645,school
-73.959665,40.7120003,school
-73.9597054,40.7120153,school
-73.9597393,40.711963,school
-73.9604691,40.7122339,school
-73.960476,40.7122232,school
-73.9606994,40.7123062,school
-73.9608961,40.712012,school
-73.9293265,40.7713716,school
-73.9284686,40.7709754,school
-73.9280043,40.770761,school
-73.9284218,40.7702425,school
-73.9288852,40.7704565,school
-73.9297698,40.7708651,school
-73.9293523,40.7713835,school
-73.9293265,40.7713716,school
-73.9908869,40.7582745,school
-73.9911237,40.7583734,school
-73.9911,40.7584063,school
-73.9910093,40.7585319,school
-73.9907724,40.758433,school
-73.9908067,40.7583855,school
-73.9908869,40.7582745,school
-73.9908553,40.7641985,school
-73.9908572,40.7641959,school
-73.9909713,40.7640392,school
-73.990995,40.7640065,school
-73.9908693,40.7639537,school
-73.9909107,40.7639028,school
-73.9909371,40.7638665,school
-73.9909736,40.7638148,school
-73.9909881,40.7637949,school
-73.9910586,40.7636979,school
-73.9910858,40.7636604,school
-73.9899191,40.7631712,school
-73.9898307,40.7632927,school
-73.9897847,40.7633562,school
-73.9897468,40.7634082,school
-73.9897308,40.7634014,school
-73.9897272,40.7634067,school
-73.9896915,40.7634558,school
-73.9895504,40.7636498,school
-73.9908553,40.7641985,school
-73.9822192,40.7542,school
-73.9824604,40.7543018,school
-73.982441,40.7543305,school
-73.982206,40.7546514,school
-73.9821173,40.7547758,school
-73.9818757,40.7546747,school
-73.981891,40.7546525,school
-73.9819076,40.7546297,school
-73.9819239,40.7546075,school
-73.9819342,40.7545933,school
-73.9819939,40.7545124,school
-73.9821016,40.7543623,school
-73.9822007,40.7542253,school
-73.9822192,40.7542,school
-73.9595379,40.7647856,school
-73.959696,40.7648521,school
-73.9595611,40.7650375,school
-73.9594031,40.764971,school
-73.9594371,40.7649242,school
-73.9595379,40.7647856,school
-73.9593847,40.7702282,school
-73.9594324,40.7702485,school
-73.9594378,40.7702411,school
-73.959556,40.7702912,school
-73.9594317,40.7704609,school
-73.9593786,40.7705333,school
-73.9592942,40.7704975,school
-73.9591495,40.770695,school
-73.9591249,40.7707285,school
-73.9591222,40.7707321,school
-73.9590407,40.7706976,school
-73.9591858,40.7704996,school
-73.95921,40.7704665,school
-73.9592493,40.7704129,school
-73.9593847,40.7702282,school
-73.9648765,40.7688534,school
-73.9645244,40.7687055,school
-73.9644903,40.7687581,school
-73.9640823,40.7685842,school
-73.9641956,40.7684305,school
-73.9641711,40.76842,school
-73.9642157,40.7683595,school
-73.9641932,40.76835,school
-73.964229,40.7683014,school
-73.9642506,40.7683106,school
-73.964288,40.76826,school
-73.9643028,40.7682663,school
-73.9643626,40.7682918,school
-73.964538,40.7683665,school
-73.9646573,40.7682045,school
-73.9653661,40.7685065,school
-73.9650157,40.768982,school
-73.964838,40.7689063,school
-73.9648765,40.7688534,school
-73.9635606,40.7763767,school
-73.9635347,40.7764127,school
-73.9634167,40.7763636,school
-73.9635666,40.7761554,school
-73.9640072,40.7763386,school
-73.9638832,40.7765109,school
-73.9635606,40.7763767,school
-73.9564247,40.773471,school
-73.9565462,40.7735218,school
-73.956503,40.7735816,school
-73.9563884,40.77374,school
-73.9562669,40.7736892,school
-73.9563481,40.7735769,school
-73.9564247,40.773471,school
-73.9575567,40.7724844,school
-73.9576004,40.7725029,school
-73.9576354,40.772455,school
-73.9575916,40.7724365,school
-73.95764,40.7723704,school
-73.9576838,40.7723105,school
-73.9578679,40.7723883,school
-73.9578439,40.7724211,school
-73.9577912,40.7724931,school
-73.9577458,40.7724739,school
-73.9576953,40.772543,school
-73.9577408,40.7725622,school
-73.9576885,40.7726338,school
-73.9575043,40.772556,school
-73.9575567,40.7724844,school
-73.9511882,40.7706416,school
-73.9512537,40.770551,school
-73.951487,40.7706485,school
-73.951447,40.7707038,school
-73.951511,40.7707305,school
-73.9515071,40.7707359,school
-73.9514886,40.7707615,school
-73.9514854,40.7707659,school
-73.951403,40.7707314,school
-73.9513786,40.7707212,school
-73.9511882,40.7706416,school
-73.9478054,40.7768689,school
-73.9478289,40.7768789,school
-73.9479099,40.7767683,school
-73.9482886,40.7769285,school
-73.9482278,40.7770115,school
-73.9482396,40.7770165,school
-73.9482281,40.7770321,school
-73.9482164,40.7770272,school
-73.9481322,40.7771421,school
-73.9477299,40.776972,school
-73.9478054,40.7768689,school
-73.9491916,40.7781101,school
-73.9493493,40.778176,school
-73.9492807,40.778271,school
-73.9491898,40.7783968,school
-73.9490321,40.778331,school
-73.9490511,40.7783047,school
-73.9491413,40.7781797,school
-73.9491916,40.7781101,school
-73.9451956,40.784216,school
-73.9452996,40.7840738,school
-73.9448115,40.7838677,school
-73.9447078,40.7840096,school
-73.9444826,40.7839145,school
-73.9448141,40.783461,school
-73.9450392,40.7835561,school
-73.9449353,40.7836983,school
-73.945422,40.7839038,school
-73.9455267,40.7837605,school
-73.9457507,40.7838551,school
-73.9457014,40.7839226,school
-73.9457348,40.7839367,school
-73.9455091,40.7842455,school
-73.9454757,40.7842314,school
-73.9454182,40.78431,school
-73.9451956,40.784216,school
-73.9517935,40.7858323,school
-73.9519559,40.7859006,school
-73.9518231,40.7860831,school
-73.9516607,40.7860148,school
-73.9517046,40.7859543,school
-73.9517935,40.7858323,school
-73.9627784,40.7767521,school
-73.9628981,40.776803,school
-73.9628421,40.776879,school
-73.962724,40.7770394,school
-73.9626163,40.7769723,school
-73.9626547,40.7769202,school
-73.9627784,40.7767521,school
-73.960101,40.7800559,school
-73.9601178,40.7800629,school
-73.9601381,40.7800349,school
-73.9600969,40.7800176,school
-73.960128,40.7799749,school
-73.96012,40.7799715,school
-73.9601243,40.7799655,school
-73.960173,40.7798984,school
-73.9602255,40.7798261,school
-73.9602258,40.7798256,school
-73.9603864,40.7798891,school
-73.960384,40.7798925,school
-73.9602433,40.7800863,school
-73.960208,40.7801349,school
-73.9600803,40.7800844,school
-73.960101,40.7800559,school
-73.9549299,40.7877068,school
-73.955051,40.7877575,school
-73.9549749,40.7878625,school
-73.9549133,40.7878367,school
-73.9548512,40.7879225,school
-73.9548462,40.7879294,school
-73.9549078,40.7879552,school
-73.9548771,40.7879976,school
-73.954756,40.7879469,school
-73.9548209,40.7878572,school
-73.9548723,40.7877863,school
-73.9549299,40.7877068,school
-73.9540525,40.7885724,school
-73.9541294,40.788605,school
-73.9541817,40.7885335,school
-73.9544976,40.7886671,school
-73.9543791,40.7888288,school
-73.9543228,40.7889058,school
-73.95393,40.7887396,school
-73.9539695,40.7886858,school
-73.9540382,40.7885919,school
-73.9540525,40.7885724,school
-73.9876984,40.7717857,school
-73.9878946,40.7715133,school
-73.9878558,40.7714972,school
-73.9878944,40.7714437,school
-73.9879898,40.7714834,school
-73.9879745,40.7715046,school
-73.9881151,40.7715631,school
-73.9879547,40.7717859,school
-73.9878724,40.7717516,school
-73.9877127,40.7719734,school
-73.9870268,40.7716879,school
-73.9871275,40.771548,school
-73.9875288,40.771715,school
-73.9876984,40.7717857,school
-73.9887765,40.7726365,school
-73.9886022,40.7728758,school
-73.9878926,40.7725792,school
-73.988067,40.77234,school
-73.9887765,40.7726365,school
-73.9857093,40.7743651,school
-73.9856706,40.7743301,school
-73.9856532,40.7743236,school
-73.9856442,40.7743359,school
-73.9853247,40.7742007,school
-73.9853338,40.7741883,school
-73.9853181,40.7741816,school
-73.9852592,40.7741748,school
-73.9851198,40.7741158,school
-73.9854357,40.7736845,school
-73.9855733,40.7737427,school
-73.9856127,40.7737776,school
-73.9856187,40.7737802,school
-73.9856294,40.7737847,school
-73.9856396,40.7737708,school
-73.9859608,40.7739067,school
-73.9859506,40.7739206,school
-73.9859657,40.773927,school
-73.9860207,40.7739321,school
-73.9867878,40.7742567,school
-73.98674,40.7743219,school
-73.9867246,40.7743154,school
-73.9867009,40.7743478,school
-73.9867373,40.7743632,school
-73.9865653,40.7745982,school
-73.9865288,40.7745828,school
-73.9865078,40.7746115,school
-73.9865232,40.774618,school
-73.986472,40.7746879,school
-73.9862459,40.7745922,school
-73.9857093,40.7743651,school
-73.9793009,40.7740744,school
-73.979327,40.7740854,school
-73.9793403,40.774067,school
-73.9794099,40.7739936,school
-73.9793716,40.7739775,school
-73.9793963,40.7739437,school
-73.9794706,40.773975,school
-73.9794886,40.7739503,school
-73.9795808,40.7739892,school
-73.9795629,40.7740137,school
-73.9795928,40.7740263,school
-73.9794972,40.7741572,school
-73.9795155,40.7741649,school
-73.9795127,40.7741688,school
-73.9795442,40.7741821,school
-73.9794892,40.7742575,school
-73.9794853,40.7742628,school
-73.9792391,40.7741589,school
-73.979243,40.7741536,school
-73.9793009,40.7740744,school
-73.9844695,40.7774084,school
-73.9852684,40.7777503,school
-73.985,40.778119,school
-73.9841978,40.7777816,school
-73.9844328,40.7774588,school
-73.9844695,40.7774084,school
-73.9839515,40.7787849,school
-73.9840069,40.7788086,school
-73.9840145,40.778815,school
-73.9840175,40.7788188,school
-73.9840213,40.7788269,school
-73.9840222,40.7788356,school
-73.9839885,40.7789637,school
-73.9840223,40.7789781,school
-73.9839853,40.779028,school
-73.9839702,40.7790484,school
-73.9838078,40.7789788,school
-73.9838452,40.7789283,school
-73.9838897,40.7788683,school
-73.9839515,40.7787849,school
-73.9770196,40.7805484,school
-73.9778725,40.780908,school
-73.977926,40.7808347,school
-73.9779728,40.7808545,school
-73.9780443,40.7807565,school
-73.978083,40.7807728,school
-73.9781831,40.7806357,school
-73.9785537,40.7807919,school
-73.9785445,40.7808045,school
-73.9784346,40.7809552,school
-73.9783792,40.7810311,school
-73.9782991,40.7809973,school
-73.9782559,40.7810566,school
-73.9781319,40.7812265,school
-73.9781302,40.7812289,school
-73.9769012,40.7807107,school
-73.9770196,40.7805484,school
-73.9777625,40.7814294,school
-73.9778997,40.7814871,school
-73.977906,40.7814784,school
-73.977939,40.7814923,school
-73.9780099,40.7813947,school
-73.9781919,40.7814711,school
-73.9779633,40.7817856,school
-73.9785244,40.7820212,school
-73.9784132,40.7821741,school
-73.9774999,40.7817906,school
-73.9777093,40.7815026,school
-73.9777625,40.7814294,school
-73.9779588,40.7825176,school
-73.9780115,40.7825399,school
-73.9780636,40.7824689,school
-73.9781817,40.782308,school
-73.97824,40.7823327,school
-73.978063,40.7825739,school
-73.9781095,40.7825936,school
-73.9779376,40.782828,school
-73.9778876,40.7828068,school
-73.9778974,40.7827935,school
-73.9778455,40.7827714,school
-73.9778357,40.7827848,school
-73.9777801,40.7827612,school
-73.9778268,40.7826976,school
-73.977885,40.7826182,school
-73.9779232,40.7825662,school
-73.9779588,40.7825176,school
-73.9710833,40.784191,school
-73.9710163,40.7841628,school
-73.9711107,40.7840331,school
-73.9711777,40.7840613,school
-73.9710833,40.784191,school
-73.9735475,40.7854505,school
-73.9749436,40.7860405,school
-73.974874,40.7861356,school
-73.9748934,40.7861438,school
-73.9748753,40.7861686,school
-73.9748559,40.7861604,school
-73.9747863,40.7862555,school
-73.9746771,40.7862094,school
-73.9746377,40.7862633,school
-73.9746948,40.7862875,school
-73.9746403,40.786362,school
-73.9745602,40.7863281,school
-73.9744663,40.7864565,school
-73.9732024,40.7859223,school
-73.9732597,40.7858439,school
-73.9733749,40.7856865,school
-73.9733949,40.7856591,school
-73.9735475,40.7854505,school
-73.9745602,40.7863281,school
-73.9746403,40.786362,school
-73.9746948,40.7862875,school
-73.9746976,40.7862837,school
-73.9747038,40.7862863,school
-73.9747175,40.7862677,school
-73.9747535,40.7862829,school
-73.9747399,40.7863016,school
-73.9748536,40.7863496,school
-73.9747606,40.7864769,school
-73.9746959,40.7865653,school
-73.9744597,40.7864655,school
-73.9744663,40.7864565,school
-73.9745602,40.7863281,school
-73.9722445,40.7889357,school
-73.9722377,40.7889451,school
-73.9721406,40.7889042,school
-73.9722588,40.7887421,school
-73.9723752,40.7887911,school
-73.9724312,40.7887142,school
-73.9724768,40.7887334,school
-73.9726051,40.7887874,school
-73.9725491,40.7888643,school
-73.9729261,40.789023,school
-73.972808,40.7891851,school
-73.9727112,40.7891444,school
-73.972718,40.789135,school
-73.9722445,40.7889357,school
-73.9726821,40.7893239,school
-73.9727624,40.7893578,school
-73.9725986,40.7895819,school
-73.9725183,40.789548,school
-73.9726821,40.7893239,school
-73.9668173,40.790422,school
-73.9665819,40.7903229,school
-73.9667493,40.7900932,school
-73.9669847,40.7901923,school
-73.9669796,40.7901994,school
-73.966875,40.7903429,school
-73.9668173,40.790422,school
-73.9772931,40.7848483,school
-73.9773816,40.7847273,school
-73.9775264,40.7847885,school
-73.9776623,40.7848459,school
-73.9775738,40.7849669,school
-73.9774602,40.7849189,school
-73.9773932,40.7848906,school
-73.9773741,40.7848825,school
-73.9772931,40.7848483,school
-73.9809042,40.7855507,school
-73.9808529,40.78562,school
-73.9807872,40.7855919,school
-73.980751,40.7856408,school
-73.980672,40.7857475,school
-73.9806298,40.7857362,school
-73.9806091,40.7857297,school
-73.9805687,40.7857151,school
-73.9805491,40.785707,school
-73.9805108,40.7856893,school
-73.9804924,40.7856797,school
-73.9804743,40.7856697,school
-73.9804396,40.7856482,school
-73.9804546,40.7856128,school
-73.9804726,40.7855782,school
-73.9804828,40.7855612,school
-73.9805053,40.7855282,school
-73.9805177,40.7855122,school
-73.9805445,40.785481,school
-73.980574,40.7854514,school
-73.9806061,40.7854233,school
-73.980744,40.7854822,school
-73.9809042,40.7855507,school
-73.9785219,40.7913408,school
-73.9785513,40.7913532,school
-73.9785615,40.7913472,school
-73.9785671,40.7913449,school
-73.9785794,40.7913418,school
-73.9785858,40.7913412,school
-73.9785986,40.7913415,school
-73.9786049,40.7913426,school
-73.9786168,40.7913463,school
-73.9786272,40.791352,school
-73.9786317,40.7913555,school
-73.9786389,40.7913637,school
-73.9786434,40.7913728,school
-73.9786446,40.7913776,school
-73.978645,40.7913825,school
-73.9786435,40.7913922,school
-73.9786699,40.7914034,school
-73.978544,40.7915753,school
-73.978396,40.7915127,school
-73.9784486,40.791441,school
-73.9785219,40.7913408,school
-73.972169,40.7926193,school
-73.9721501,40.7926453,school
-73.97199,40.7925781,school
-73.9719361,40.7926522,school
-73.9718193,40.7926032,school
-73.9716951,40.7925694,school
-73.9717044,40.7925566,school
-73.9717097,40.7925588,school
-73.9718717,40.7923574,school
-73.9719668,40.7923973,school
-73.9719596,40.7924073,school
-73.9720851,40.7924599,school
-73.972092,40.7924504,school
-73.9722124,40.7925009,school
-73.9722051,40.792511,school
-73.9723314,40.792564,school
-73.972339,40.7925536,school
-73.9724401,40.792596,school
-73.9723556,40.7927124,school
-73.9722757,40.7926789,school
-73.972284,40.7926675,school
-73.9721848,40.7926259,school
-73.972169,40.7926193,school
-73.9658128,40.8022794,school
-73.9664425,40.8025446,school
-73.9663963,40.8026079,school
-73.9663285,40.8027009,school
-73.9663196,40.8027131,school
-73.9662879,40.8026997,school
-73.9662366,40.8027179,school
-73.9662258,40.8027326,school
-73.9662555,40.8027451,school
-73.9662289,40.8027816,school
-73.9662601,40.8027947,school
-73.9661298,40.8029735,school
-73.9660895,40.8030286,school
-73.9659498,40.8029698,school
-73.9660771,40.8027952,school
-73.9660727,40.8027811,school
-73.9660834,40.8027665,school
-73.9657361,40.8026203,school
-73.9655913,40.8028188,school
-73.9654598,40.8027634,school
-73.9655017,40.802706,school
-73.9655693,40.8026132,school
-73.9656147,40.802551,school
-73.9656567,40.8024934,school
-73.9656989,40.8024356,school
-73.9657674,40.8023415,school
-73.9658128,40.8022794,school
-73.9438024,40.7901627,school
-73.9438256,40.7901725,school
-73.9438497,40.7901397,school
-73.9438265,40.7901299,school
-73.9439439,40.7899696,school
-73.9444185,40.7901704,school
-73.9443405,40.7902769,school
-73.9442505,40.7903998,school
-73.9442436,40.7904092,school
-73.9441401,40.7903654,school
-73.9442672,40.7901918,school
-73.9442434,40.7901817,school
-73.9441163,40.7903553,school
-73.943769,40.7902084,school
-73.9438024,40.7901627,school
-73.9434753,40.7940344,school
-73.943525,40.7940551,school
-73.9435431,40.79403,school
-73.9435711,40.7940417,school
-73.9435275,40.7941021,school
-73.9436075,40.7941354,school
-73.9434762,40.7943173,school
-73.9433185,40.7942516,school
-73.9433886,40.7941544,school
-73.9434753,40.7940344,school
-73.9444468,40.7962839,school
-73.9444926,40.7963031,school
-73.9446186,40.7961302,school
-73.9446615,40.7961483,school
-73.9446851,40.7961159,school
-73.9446684,40.7961089,school
-73.9446777,40.7960962,school
-73.9446944,40.7961032,school
-73.9447617,40.7960109,school
-73.9445131,40.7959063,school
-73.9444176,40.7960374,school
-73.9442286,40.7959578,school
-73.9443244,40.7958265,school
-73.9440756,40.7957217,school
-73.9441535,40.7956148,school
-73.9448422,40.7959048,school
-73.9448381,40.7959105,school
-73.9450263,40.7959897,school
-73.9449816,40.7960511,school
-73.9449301,40.7960295,school
-73.9446737,40.7963812,school
-73.944722,40.7964015,school
-73.9446752,40.7964657,school
-73.9443991,40.7963494,school
-73.9444468,40.7962839,school
-73.9535363,40.8031066,school
-73.953383,40.8030425,school
-73.9535247,40.8028467,school
-73.9536779,40.8029107,school
-73.9535443,40.8030954,school
-73.9535363,40.8031066,school
-73.9338251,40.7949562,school
-73.9338019,40.7949464,school
-73.933816,40.7949272,school
-73.933763,40.7949048,school
-73.9337998,40.7948545,school
-73.9338318,40.794868,school
-73.9338663,40.7948209,school
-73.933917,40.7948423,school
-73.9340571,40.794651,school
-73.9342813,40.7947458,school
-73.934266,40.7947668,school
-73.9341088,40.7949815,school
-73.9340554,40.794959,school
-73.934044,40.7949742,school
-73.9340337,40.794983,school
-73.9340278,40.7949868,school
-73.9340146,40.7949929,school
-73.9339981,40.7949974,school
-73.9339763,40.795027,school
-73.9339174,40.7950021,school
-73.9338879,40.7949896,school
-73.9338381,40.7950577,school
-73.9337714,40.7950295,school
-73.9338251,40.7949562,school
-73.9420499,40.8023589,school
-73.9427054,40.8026334,school
-73.9424274,40.8030167,school
-73.9417719,40.8027422,school
-73.9420499,40.8023589,school
-73.9348375,40.802894,school
-73.9349981,40.8029618,school
-73.9348657,40.8031429,school
-73.9347051,40.8030751,school
-73.9348375,40.802894,school
-73.9376798,40.8076913,school
-73.9376274,40.8076692,school
-73.9377122,40.8075531,school
-73.9377645,40.8075752,school
-73.9376798,40.8076913,school
-73.9432982,40.8060666,school
-73.9434405,40.8061263,school
-73.9434273,40.8061444,school
-73.9433705,40.8062226,school
-73.9433037,40.8063146,school
-73.9431614,40.8062549,school
-73.9432982,40.8060666,school
-73.9412519,40.8147826,school
-73.9411264,40.8147326,school
-73.9410908,40.8147837,school
-73.9410584,40.8147708,school
-73.9409514,40.8149246,school
-73.9409485,40.8149288,school
-73.9411589,40.8150126,school
-73.9411652,40.8150036,school
-73.9412507,40.8148808,school
-73.9413044,40.8148035,school
-73.9412519,40.8147826,school
-73.9411741,40.8146753,school
-73.9411675,40.8146725,school
-73.9411521,40.8146941,school
-73.9411234,40.8146823,school
-73.9410584,40.8147708,school
-73.9409514,40.8149246,school
-73.9408246,40.8148723,school
-73.9408224,40.8148754,school
-73.9407912,40.8148625,school
-73.9408066,40.8148409,school
-73.9407296,40.8148091,school
-73.9406899,40.8148169,school
-73.9406789,40.8147842,school
-73.940693,40.8147814,school
-73.9406885,40.8147748,school
-73.9409884,40.8143642,school
-73.9409957,40.8143601,school
-73.9409963,40.8143515,school
-73.9410364,40.8143427,school
-73.9410484,40.8143745,school
-73.9411214,40.8144045,school
-73.9411101,40.8144203,school
-73.9411321,40.8144294,school
-73.9411509,40.8144818,school
-73.9411173,40.8145288,school
-73.9410474,40.814541,school
-73.9410394,40.8145521,school
-73.9412107,40.8146227,school
-73.9411741,40.8146753,school
-73.948005,40.8258714,school
-73.9478156,40.8257918,school
-73.9479901,40.825552,school
-73.9481795,40.8256315,school
-73.948005,40.8258714,school
-73.9526949,40.8214805,school
-73.9526803,40.8215004,school
-73.9522852,40.8213342,school
-73.9524038,40.8211715,school
-73.9526954,40.8212943,school
-73.9527149,40.8212675,school
-73.952744,40.8212797,school
-73.953017,40.8209053,school
-73.9529913,40.8208945,school
-73.9530499,40.8208142,school
-73.9530755,40.820825,school
-73.9531618,40.8207067,school
-73.9530639,40.8206655,school
-73.9531683,40.8205224,school
-73.9532588,40.8205605,school
-73.9533821,40.8203913,school
