lon,lat,home
-73.9584497,40.7076943,residential
-73.9582362,40.708012,residential
-73.9609567,40.7083178,residential
-73.977548,40.7291126,residential
-73.9779664,40.7285496,residential
-73.9773255,40.7282815,residential
-73.9778003,40.7276432,residential
-73.9767435,40.7271859,residential
-73.9760998,40.7280782,residential
-73.9772203,40.7285579,residential
-73.9769848,40.7288768,residential
-73.977548,40.7291126,residential
-74.0048989,40.7840315,residential
-74.0040165,40.783278,residential
-74.0037778,40.7835603,residential
-74.0036705,40.7836741,residential
-74.0032735,40.783932,residential
-74.0024206,40.7833715,residential
-74.0015603,40.7845758,residential
-74.0016499,40.784734,residential
-74.0021941,40.7850227,residential
-74.0023004,40.7850291,residential
-74.0021202,40.7852852,residential
-74.0014504,40.7850096,residential
-74.0011757,40.7849973,residential
-73.9995429,40.7870594,residential
-73.9994967,40.7871541,residential
-73.9994621,40.7872382,residential
-74.0002273,40.7876778,residential
-74.0000549,40.7879226,residential
-73.9991855,40.7875521,residential
-73.9987794,40.7881031,residential
-73.999497,40.7884506,residential
-73.9993065,40.788676,residential
-73.998574,40.7883644,residential
-73.9980804,40.7890224,residential
-73.9980375,40.7890955,residential
-73.9973831,40.7899809,residential
-73.9977693,40.7901596,residential
-73.9977479,40.7902084,residential
-73.9986791,40.7905977,residential
-73.999088,40.7907686,residential
-73.9995257,40.7899153,residential
-73.9997944,40.7894835,residential
-74.0001005,40.7890422,residential
-74.0004353,40.7885539,residential
-74.0007168,40.7881821,residential
-74.0028816,40.7857203,residential
-74.0033108,40.7852898,residential
-74.0041422,40.7845018,residential
-74.0048989,40.7840315,residential
-74.007541,40.7815147,residential
-74.0062464,40.7809616,residential
-74.0061781,40.7810318,residential
-74.0062176,40.7811163,residential
-74.0053632,40.7807429,residential
-74.004423,40.7819322,residential
-74.0045525,40.7820623,residential
-74.0049604,40.7826311,residential
-74.0061384,40.7821515,residential
-74.0055477,40.7812726,residential
-74.0054757,40.7812166,residential
-74.0054117,40.7811632,residential
-74.0054035,40.7811299,residential
-74.0054939,40.781036,residential
-74.0056378,40.7810735,residential
-74.0056722,40.7811363,residential
-74.0056979,40.7812075,residential
-74.007039,40.7831695,residential
-74.0076184,40.782938,residential
-74.008166,40.7826349,residential
-74.007452,40.7816197,residential
-74.007541,40.7815147,residential
-74.0122151,40.7733822,residential
-74.0110526,40.7728806,residential
-74.01029,40.773853,residential
-74.0102712,40.7739079,residential
-74.0102819,40.7739627,residential
-74.0103034,40.7740033,residential
-74.010357,40.7740379,residential
-74.0113834,40.7744823,residential
-74.0122151,40.7733822,residential
-74.0122697,40.7733642,residential
-74.0134596,40.7738768,residential
-74.0143128,40.7726078,residential
-74.0132376,40.772127,residential
-74.0122697,40.7733642,residential
-73.9423896,40.8220713,residential
-73.9436785,40.8203233,residential
-73.9428346,40.8199669,residential
-73.9423694,40.8205978,residential
-73.9411067,40.8200646,residential
-73.9415671,40.8194402,residential
-73.9410804,40.8192346,residential
-73.9402304,40.8203874,residential
-73.9423044,40.8212631,residential
-73.9418703,40.821852,residential
-73.9423896,40.8220713,residential
-73.9404783,40.7971437,residential
-73.941732,40.7954425,residential
-73.9411934,40.7952149,residential
-73.9408295,40.7957087,residential
-73.9397872,40.7952685,residential
-73.9401519,40.7947735,residential
-73.9373272,40.7935805,residential
-73.9360726,40.7952829,residential
-73.9404783,40.7971437,residential
-73.9768333,40.7223493,residential
-73.9785137,40.7200428,residential
-73.9778698,40.7197719,residential
-73.977465,40.7203179,residential
-73.9765355,40.7199295,residential
-73.976719,40.7194025,residential
-73.9751496,40.7190968,residential
-73.9750419,40.7200019,residential
-73.9750465,40.7203041,residential
-73.9750382,40.7204196,residential
-73.9749129,40.7215357,residential
-73.9768333,40.7223493,residential
-74.023105,40.7933758,residential
-74.0233812,40.7929483,residential
-74.0230889,40.7928244,residential
-74.0235784,40.7922173,residential
-74.0238426,40.7923269,residential
-74.0243392,40.7915745,residential
-74.0244367,40.7908821,residential
-74.023923,40.7906171,residential
-74.0220965,40.7928904,residential
-74.023105,40.7933758,residential
-73.9971631,40.794822,residential
-73.9981234,40.7949682,residential
-73.9980536,40.7955611,residential
-73.997941,40.7960119,residential
-73.9978176,40.796083,residential
-73.9968761,40.7959449,residential
-73.9971631,40.794822,residential
-73.9952034,40.79564,residential
-73.994293,40.7952734,residential
-73.9944538,40.7949908,residential
-73.9954075,40.7953638,residential
-73.9952034,40.79564,residential
-73.9929615,40.7960292,residential
-73.993109,40.7960637,residential
-73.993235,40.7960231,residential
-73.99489,40.7965997,residential
-73.9951716,40.7961977,residential
-73.996392,40.7966485,residential
-73.9950858,40.7984922,residential
-73.9922078,40.7973612,residential
-73.9921533,40.7971149,residential
-73.9924009,40.7968292,residential
-73.9925672,40.7965997,residential
-73.9926852,40.7965794,residential
-73.9928542,40.7962688,residential
-73.9928971,40.7961083,residential
-73.9929615,40.7960292,residential
-74.0015351,40.7929376,residential
-74.0008431,40.7938503,residential
-74.0006527,40.7939722,residential
-74.0005535,40.7941062,residential
-74.0004421,40.7941763,residential
-74.0002034,40.794224,residential
-73.9999298,40.7942006,residential
-73.9990528,40.7937996,residential
-74.0000237,40.7927102,residential
-74.000237,40.7924147,residential
-73.9997796,40.7921832,residential
-74.0001444,40.7917466,residential
-74.0003563,40.7919659,residential
-74.0007157,40.7921345,residential
-74.0009558,40.7921873,residential
-74.001106,40.7924147,residential
-74.0014037,40.7925711,residential
-74.0014963,40.792703,residential
-74.0015418,40.792835,residential
-74.0015351,40.7929376,residential
-73.9589856,40.8090737,residential
-73.9592651,40.808688,residential
-73.9589926,40.808573,residential
-73.9587096,40.8089572,residential
-73.9588174,40.8090027,residential
-73.9588805,40.8089163,residential
-73.9589396,40.8089413,residential
-73.9588765,40.8090276,residential
-73.9589856,40.8090737,residential
-73.9386525,40.7152727,residential
-73.9386963,40.7146511,residential
-73.9354248,40.7145393,residential
-73.935678,40.7151517,residential
-73.9386525,40.7152727,residential
-73.9390552,40.7160224,residential
-73.9387755,40.7153957,residential
-73.938906,40.715335,residential
-73.9401371,40.7150006,residential
-73.941218,40.714707,residential
-73.941852,40.7147256,residential
-73.9420724,40.7147422,residential
-73.9421577,40.715057,residential
-73.9411361,40.7155393,residential
-73.9390552,40.7160224,residential
-73.9401371,40.7150006,residential
-73.9400621,40.7147064,residential
-73.938755,40.714593,residential
-73.938696,40.715323,residential
-73.938906,40.715335,residential
-73.9401371,40.7150006,residential
-74.0008063,40.7159863,courthouse
-74.0076397,40.7173245,courthouse
-74.0010047,40.7157302,courthouse
-73.9865874,40.7420839,courthouse
-73.9384443,40.801285,courthouse
-73.995001,40.7402643,houseware
-73.9427036,40.8211111,apartments
-73.9767949,40.7657784,apartments
-73.9827702,40.7555876,garage
-73.9849044,40.7370424,apartments
-73.9724737,40.793021,residential
-73.9969228,40.7447776,apartments
-73.957725,40.7609167,residential
-73.9571618,40.7607359,residential
-73.9589359,40.8090419,apartments
-73.9434301,40.7077362,apartments
-73.9497351,40.7768347,residential
-73.9559658,40.7685197,house
-73.9583824,40.7694879,house
-73.957728,40.7658363,apartments
-73.976228,40.7833722,apartments
-73.9674784,40.7525836,apartments
-73.9997225,40.7137108,apartments
-74.0001978,40.7139323,apartments
-74.0171149,40.7065469,apartments
-73.97209,40.7453885,apartments
-73.9768958,40.7340084,apartments
-73.9759778,40.7352597,apartments
-73.9766442,40.7349048,apartments
-73.9758965,40.7345961,apartments
-73.9746342,40.7317836,apartments
-73.977117,40.7614097,apartments
-73.981902,40.7720037,apartments
-73.9809135,40.746707,apartments
-73.9923025,40.7581298,apartments
-73.9855406,40.7451357,apartments
-73.9868064,40.7486085,apartments
-73.9929846,40.7588815,apartments
-73.9945666,40.7597694,apartments
-73.9912968,40.7707371,apartments
-73.9812711,40.7731589,apartments
-73.9870173,40.7607497,apartments
-73.9863724,40.7608993,apartments
-73.9770289,40.7544527,hotel
-74.0010323,40.7617846,apartments
-73.9793785,40.7576682,apartments
-73.9784307,40.826938,apartments
-73.98791,40.819808,apartments
-73.9927574,40.7460803,hotel
-73.9397708,40.7519794,residential
-73.9832733,40.7756352,apartments
-73.9298981,40.7688937,garage
-73.9305975,40.7683118,garage
-73.9299916,40.767888,garage
-73.9302786,40.7692388,garage
-73.9312773,40.768339,garage
-73.930988,40.7684875,garage
-73.9330683,40.7676871,garage
-73.9304605,40.7694915,garage
-73.9295752,40.7689161,garage
-73.9332383,40.7679023,garage
-73.9313337,40.7698255,garage
-73.930364,40.7692474,garage
-73.9313575,40.7666848,garage
-73.9315054,40.7667633,garage
-73.9296158,40.7689375,garage
-73.9304095,40.7683507,garage
-73.9329415,40.7664199,garage
-73.9334811,40.7681994,garage
-73.9335036,40.7681578,garage
-73.9320617,40.7671159,garage
-73.9315778,40.7668018,garage
-73.9317902,40.7657886,garage
-73.9318711,40.766092,garage
-73.9305344,40.7684078,garage
-73.9300486,40.7692753,garage
-73.9302101,40.7679557,garage
-73.930795,40.7672115,garage
-73.9308365,40.7672876,garage
-73.9300257,40.7691506,garage
-73.9313066,40.7674962,garage
-73.9311737,40.7699265,garage
-73.9330451,40.7676159,garage
-73.9312814,40.7666444,garage
-73.9325463,40.7664393,garage
-73.933413,40.7681341,garage
-73.9313534,40.7675628,garage
-73.9303165,40.7696688,garage
-73.9323814,40.7663682,garage
-73.9292683,40.7690115,garage
-73.9319522,40.7671123,garage
-73.9308699,40.7672479,garage
-73.930077,40.7680013,garage
-73.9307407,40.7684367,garage
-73.929627,40.7682096,garage
-73.9319295,40.7660276,garage
-73.9305897,40.7672029,garage
-73.9310807,40.7700428,garage
-73.9316712,40.7703171,garage
-73.9311266,40.7699854,garage
-73.9335517,40.7680114,garage
-73.9303643,40.76961,garage
-73.9314297,40.7667231,garage
-73.931173,40.7666427,garage
-73.9299542,40.7678065,garage
-73.9304219,40.7695391,garage
-73.931763,40.7669592,garage
-73.9341529,40.7672674,garage
-73.9316531,40.7668417,garage
-73.9317288,40.7669982,garage
-73.9328938,40.7681205,garage
-73.9301713,40.7681316,garage
-73.9327557,40.7665724,garage
-73.9297556,40.7688445,garage
-73.9300779,40.7692352,garage
-73.9322584,40.7661213,garage
-73.9312074,40.7666052,garage
-73.9321478,40.76615,garage
-73.9312963,40.7693506,garage
-73.9308365,40.7672876,garage
-73.9325882,40.7663966,garage
-73.9309622,40.7700717,garage
-73.9305129,40.7671671,garage
-73.9308388,40.7684148,garage
-73.9326764,40.7661529,garage
-73.9303223,40.7682024,garage
-73.932464,40.7671221,garage
-73.9307734,40.768389,garage
-73.932924,40.7689545,garage
-73.9331885,40.7682829,garage
-73.9321586,40.7673815,garage
-73.9312805,40.7675259,garage
-73.9312867,40.7684709,garage
-73.9302315,40.7682429,garage
-73.9324405,40.7663105,garage
-73.9330425,40.7679849,garage
-73.9315527,40.7695854,garage
-73.9299312,40.7681566,garage
-73.9300919,40.768093,garage
-73.9322075,40.7671961,garage
-73.9300155,40.768056,garage
-73.9296727,40.7689224,garage
-73.9321401,40.7671567,garage
-73.9320088,40.7670495,garage
-73.9304291,40.7693086,garage
-73.9293343,40.768774,garage
-73.9330456,40.7682284,garage
-73.9335924,40.7680311,garage
-73.9328108,40.7665171,garage
-73.9330425,40.7679849,garage
-73.9304017,40.7671653,garage
-73.9317856,40.7700838,garage
-73.9303681,40.7678919,garage
-73.9332214,40.768018,garage
-73.9336747,40.7668141,garage
-73.9303353,40.7697597,garage
-73.9310678,40.7685181,garage
-73.9339043,40.7674498,garage
-73.9302227,40.768257,garage
-73.9320024,40.7660658,garage
-73.9312574,40.7687363,garage
-73.9303569,40.7670952,garage
-73.9313391,40.7683984,garage
-73.9329232,40.7682353,garage
-73.9275836,40.7668439,garage
-73.9267862,40.7690885,garage
-73.9278447,40.7669704,garage
-73.9271359,40.769929,garage
-73.9274006,40.7668426,garage
-73.9264479,40.769603,garage
-73.9255721,40.7693627,garage
-73.9263865,40.7695731,garage
-73.9274303,40.7691253,garage
-73.9288601,40.7677011,garage
-73.9270034,40.767814,garage
-73.9269674,40.7678583,garage
-73.9260716,40.7684486,garage
-73.9266777,40.769715,garage
-73.927395,40.7691698,garage
-73.9279541,40.7689317,garage
-73.9265238,40.7697794,garage
-73.927001,40.7700031,garage
-73.9258541,40.7673174,garage
-73.926679,40.7698464,garage
-73.9256055,40.7693205,garage
-73.9263025,40.7696745,garage
-73.9270648,40.7680831,garage
-73.9258726,40.7695048,garage
-73.9262533,40.7686194,garage
-73.9286881,40.7673617,garage
-73.9279633,40.7680251,garage
-73.926447,40.7697409,garage
-73.9288679,40.7672751,garage
-73.9269958,40.7698612,garage
-73.9283674,40.7675355,garage
-73.9257388,40.7684235,garage
-73.9271764,40.7667477,garage
-73.9285164,40.7674446,garage
-73.927301,40.7701289,garage
-73.9279324,40.769064,garage
-73.9271371,40.7700692,garage
-73.9273136,40.7667978,garage
-73.9269894,40.7680614,garage
-73.9268446,40.7697725,garage
-73.9265191,40.7696431,garage
-73.9284585,40.7669969,garage
-73.9287618,40.7674962,garage
-73.9272311,40.7701069,garage
-73.9269274,40.7697946,garage
-73.9270294,40.7663533,garage
-73.9264083,40.7697892,garage
-73.9267568,40.7697497,garage
-73.926764,40.7698973,garage
-73.92648,40.7668631,residential
-73.9267516,40.7676038,garage
-73.9269224,40.7699655,garage
-73.9272133,40.7699697,garage
-73.9268271,40.7699247,garage
-73.9273324,40.7700809,garage
-73.9259842,40.7694951,garage
-73.9270609,40.7698919,garage
-73.9271138,40.7666415,garage
-73.9285643,40.7672452,garage
-73.9286318,40.767562,garage
-73.9288122,40.7675203,garage
-73.9259098,40.7694597,garage
-73.9274339,40.7686715,garage
-73.9278135,40.7669556,garage
-73.9277926,40.7683478,garage
-73.9265696,40.7666304,garage
-73.9288067,40.7672216,garage
-73.9270968,40.7680435,garage
-73.9260648,40.7695336,garage
-73.926668,40.7697168,garage
-73.9265128,40.7675147,garage
-73.9265405,40.7689168,garage
-73.9290867,40.7673947,garage
-73.9260364,40.7684913,garage
-73.9271542,40.7680703,garage
-73.9267312,40.7666513,garage
-73.927463,40.7668703,garage
-73.9267934,40.7668134,garage
-73.9275985,40.7666941,garage
-73.9274489,40.7687563,garage
-73.9287079,40.7674703,garage
-73.9269033,40.7677511,garage
-73.926594,40.7698645,garage
-73.9277218,40.7732548,garage
-73.9282172,40.7696443,garage
-73.9282117,40.7737505,garage
-73.9273722,40.7717604,garage
-73.9292153,40.77381,garage
-73.9297123,40.7725485,garage
-73.9293146,40.7700149,garage
-73.9306951,40.7713482,garage
-73.9291181,40.7698431,garage
-73.9301125,40.7701789,garage
-73.9292757,40.7699186,garage
-73.9288434,40.7696647,garage
-73.9296796,40.7701749,garage
-73.9296174,40.7726987,garage
-73.9309582,40.7706746,garage
-73.9279874,40.7712549,garage
-73.9299734,40.7704796,garage
-73.9294311,40.7699682,garage
-73.928741,40.76952,garage
-73.9290793,40.7699051,garage
-73.9287754,40.7693764,garage
-73.9282842,40.769677,garage
-73.9285566,40.7696331,garage
-73.9283611,40.7697135,garage
-73.9292103,40.7736586,garage
-73.9301874,40.7702216,garage
-73.9253633,40.7735112,garage
-73.9261627,40.7731634,garage
-73.9293755,40.7724495,garage
-73.9281605,40.7740039,garage
-73.9283189,40.773977,garage
-73.9293799,40.7700453,garage
-73.9274813,40.7740675,garage
-73.9292302,40.7699749,garage
-73.9299162,40.7701557,garage
-73.9290085,40.7698705,garage
-73.9289667,40.7742352,garage
-73.9287631,40.7696326,garage
-73.929048,40.7740707,garage
-73.9296819,40.7701898,garage
-73.9290424,40.7698073,garage
-73.9308452,40.7706839,garage
-73.9291955,40.7698798,garage
-73.9308818,40.7706388,garage
-73.9297173,40.7701295,garage
-73.9294925,40.7728457,garage
-73.9286861,40.7697642,garage
-73.931659,40.7707337,garage
-73.9291692,40.7739802,garage
-73.9277136,40.7733414,garage
-73.926634,40.7735279,garage
-73.9291376,40.7738063,garage
-73.9293565,40.7699415,garage
-73.926319,40.7728554,garage
-73.9289349,40.769831,garage
-73.9299161,40.770425,garage
-73.9306278,40.7713202,garage
-73.9262146,40.7728589,garage
-73.9298604,40.7703898,garage
-73.9281115,40.7724772,garage
-73.9295284,40.7701186,garage
-73.9307678,40.7704061,garage
-73.9293872,40.772749,garage
-73.9291582,40.769941,garage
-73.9294518,40.7725522,garage
-73.9295706,40.77006,garage
-73.9295207,40.7726043,garage
-73.9296087,40.7728404,garage
-73.9296181,40.7702175,garage
-73.9279397,40.7741557,garage
-73.930854,40.7714144,garage
-73.9296912,40.7703084,garage
-73.9279552,40.7735141,garage
-73.9311147,40.770748,garage
-73.9277095,40.7711334,garage
-73.9253371,40.7735584,garage
-73.9273689,40.7740467,garage
-73.926393,40.773621,garage
-73.929462,40.7700849,garage
-73.9259608,40.7728607,garage
-73.9291462,40.7740252,garage
-73.9287259,40.769679,garage
-73.9296002,40.7728911,garage
-73.9310013,40.7707571,garage
-73.9276657,40.7710045,garage
-73.927754,40.7711489,garage
-73.9289233,40.7698201,garage
-73.9289642,40.7697702,garage
-73.9295758,40.7729876,garage
-73.9288938,40.7698138,garage
-73.9300417,40.7701404,garage
-73.9311944,40.7707798,garage
-73.9260462,40.7728567,garage
-73.9272516,40.7711726,garage
-73.9298965,40.7732083,garage
-73.9286784,40.7694916,garage
-73.9281792,40.7738757,garage
-73.9295727,40.7701963,garage
-73.928516,40.7696923,garage
-73.9294506,40.7725023,garage
-73.9298392,40.7703765,garage
-73.9288555,40.7744067,garage
-73.9296118,40.7727414,garage
-73.9286488,40.7698109,garage
-73.9287409,40.7697959,garage
-73.928094,40.7739823,garage
-73.9266523,40.7736658,garage
-73.9295134,40.772748,garage
-73.9267267,40.7730292,garage
-73.9264676,40.7734631,garage
-73.925588,40.773625,garage
-73.9295106,40.7727961,garage
-73.9299603,40.7701041,garage
-73.9281226,40.7725585,garage
-73.92872,40.7693513,garage
-73.9288584,40.7698576,garage
-73.9276101,40.7735979,garage
-73.9290004,40.7745065,garage
-73.9910085,40.7295234,apartments
-73.9915878,40.7276348,apartments
-73.991018,40.727191,apartments
-73.9909438,40.7250042,apartments
-73.993498,40.7304029,apartments
-73.9933174,40.7297102,apartments
-73.9955472,40.7274417,dormitory
-73.9876803,40.7316046,dormitory
-73.9894999,40.7315216,apartments
-73.9894216,40.7314887,apartments
-73.9893366,40.731454,apartments
-73.9892522,40.7314224,apartments
-73.9891911,40.731381,apartments
-73.9892933,40.7322255,dormitory
-73.995062,40.7308167,dormitory
-73.9939014,40.7310462,apartments
-73.992152,40.7311632,apartments
-73.99385,40.7312954,apartments
-73.9892634,40.7334136,dormitory
-73.9957088,40.7221759,residential
-73.9950104,40.7220871,residential
-73.9998609,40.7198083,residential
-73.9915177,40.7230271,apartments
-73.9799647,40.7434834,apartments
-73.9804707,40.7428411,apartments
-73.9788923,40.7438999,apartments
-73.9803082,40.7448239,apartments
-73.9902483,40.7456799,apartments
-73.9908151,40.7452584,apartments
-73.9923972,40.7443094,apartments
-73.9914825,40.7450008,apartments
-73.9914861,40.7242008,apartments
-74.0010655,40.7305658,residential
-73.985846,40.7255506,apartments
-73.9850824,40.7252278,apartments
-73.9856944,40.7248342,apartments
-73.9864128,40.725137,apartments
-73.9850514,40.7245631,apartments
-73.9852847,40.7240464,residential
-73.9868604,40.7245977,apartments
-73.9987855,40.734403,apartments
-73.9873332,40.7238778,apartments
-73.9876412,40.7397365,apartments
-73.9801914,40.7420903,apartments
-73.9375786,40.7917942,apartments
-73.9739759,40.7537272,apartments
-73.9866047,40.7332339,dormitory
-73.9794971,40.7292615,residential
-73.9766996,40.7275784,apartments
-73.9768453,40.7273763,apartments
-73.9835213,40.7323263,residential
-73.9811721,40.7336389,apartments
-74.0036999,40.7218374,apartments
-74.006048,40.7268352,hotel
-74.0095605,40.7256905,apartments
-74.0071205,40.7295964,apartments
-74.0057001,40.727608,hotel
-74.010705,40.7241266,apartments
-74.0034078,40.7177983,apartments
-73.9768719,40.7283635,apartments
-73.9726376,40.7369815,apartments
-73.9726714,40.7379383,apartments
-73.9726766,40.7386911,apartments
-73.973919,40.7369634,apartments
-73.9752312,40.7297302,apartments
-73.9766728,40.7292236,apartments
-73.9761059,40.72701,apartments
-73.9751984,40.7271738,apartments
-73.9760996,40.7263051,apartments
-73.9760275,40.7257444,apartments
-73.9789249,40.722779,apartments
-73.9776682,40.7221265,apartments
-73.9802022,40.720969,apartments
-73.9823616,40.7225128,residential
-73.9809504,40.7224651,apartments
-73.9801025,40.723157,apartments
-73.980266,40.7228863,apartments
-73.9878742,40.7218536,hotel
-73.987264,40.7189261,apartments
-73.9921727,40.7166467,apartments
-73.9878231,40.7167002,apartments
-73.9880729,40.7173609,apartments
-73.9844509,40.7162194,apartments
-73.9850812,40.7170345,apartments
-73.9844052,40.7157215,apartments
-74.0065133,40.7333707,apartments
-73.9992386,40.7372076,house
-74.009664,40.7370328,apartments
-74.0090681,40.7385448,apartments
-74.0012452,40.7386716,apartments
-74.0141538,40.7165989,apartments
-74.0145348,40.7180844,apartments
-73.9821202,40.7799157,apartments
-73.9875094,40.7600814,apartments
-73.9828588,40.7662338,apartments
-73.971615,40.7616653,residential
-73.9844208,40.7693784,apartments
-73.984081,40.7683943,apartments
-73.9799285,40.7185171,apartments
-73.9812933,40.7175459,apartments
-73.9806499,40.7186526,apartments
-73.9821557,40.7178553,apartments
-73.9816329,40.7188699,apartments
-74.0027527,40.7401465,apartments
-74.0064285,40.7437347,apartments
-74.0050865,40.743718,garages
-74.0007874,40.7411826,apartments
-74.0018553,40.7454419,apartments
-73.9966608,40.7409044,apartments
-73.9925092,40.7419988,apartments
-73.994726,40.746704,dormitory
-73.995195,40.7468798,dormitory
-74.0027685,40.752724,apartments
-74.0013818,40.748688,apartments
-74.0020121,40.7490632,apartments
-74.0025744,40.7493017,apartments
-74.0008716,40.7484008,apartments
-74.0020652,40.7499266,apartments
-74.0008293,40.7493605,apartments
-73.9979159,40.7504653,apartments
-73.9917097,40.7469515,hotel
-73.9859755,40.7340954,apartments
-73.9866053,40.7343652,apartments
-73.9852023,40.7351408,apartments
-73.9865835,40.7348875,apartments
-73.9838139,40.7346384,apartments
-73.9851528,40.7369202,apartments
-73.9851741,40.7367118,apartments
-73.9859854,40.7356684,apartments
-73.9849071,40.7376607,residential
-73.984668,40.7374478,apartments
-73.984188,40.7364848,apartments
-73.984033,40.7369194,apartments
-73.9838818,40.7352772,apartments
-73.984163,40.7359285,apartments
-73.9837116,40.73557,apartments
-73.9847011,40.7361477,apartments
-73.9818219,40.7369126,apartments
-73.983662,40.7377865,apartments
-73.9788603,40.737296,apartments
-73.982464,40.7389334,apartments
-73.9832153,40.7390237,dormitory
-73.9821249,40.7405775,apartments
-73.978989,40.7382994,apartments
-73.9797725,40.7389663,apartments
-73.9815854,40.740119,apartments
-73.9814804,40.7402089,apartments
-73.9789852,40.7394369,apartments
-73.9767025,40.7399235,apartments
-73.9766336,40.7407785,apartments
-73.9769929,40.7414681,apartments
-73.9805796,40.7414512,apartments
-73.9806327,40.7406629,apartments
-73.9795017,40.7400911,apartments
-73.9810059,40.7424338,apartments
-73.9881356,40.7404462,apartments
-73.9870962,40.740028,apartments
-73.9860525,40.74189,apartments
-73.9886303,40.7407603,apartments
-73.9987304,40.7548778,hotel
-73.9909476,40.7441715,apartments
-73.9916194,40.743674,apartments
-73.9837706,40.7445909,apartments
-73.9836179,40.7432747,apartments
-73.9837259,40.7440788,apartments
-73.9837889,40.744442,apartments
-73.9859968,40.7446292,apartments
-73.9803766,40.7671706,apartments
-73.9801128,40.7671116,residential
-73.9805609,40.7672048,apartments
-73.9800234,40.7668068,residential
-73.9809894,40.767393,apartments
-73.976761,40.7654223,apartments
-73.9791589,40.7657909,residential
-73.9763689,40.764356,apartments
-73.978397,40.7643662,hotel
-73.9760667,40.7630644,apartments
-73.9785417,40.7636032,apartments
-73.9844065,40.7670259,apartments
-73.9855235,40.767365,apartments
-73.9843856,40.7649327,apartments
-73.984427,40.7679442,apartments
-73.9830845,40.7672802,apartments
-73.9368443,40.7360596,hotel
-73.99445,40.7518361,apartments
-73.9790191,40.7449815,apartments
-73.9787026,40.7452659,apartments
-73.976522,40.7445877,apartments
-73.9782553,40.744766,apartments
-73.9936998,40.7535644,hotel
-73.9938707,40.7533297,hotel
-73.9939495,40.753693,apartments
-73.9941019,40.7548514,apartments
-73.9973741,40.7551766,hotel
-73.9926293,40.7546112,hotel
-73.9978869,40.7566694,apartments
-73.9934874,40.7564004,apartments
-73.9935522,40.7564275,apartments
-73.9933595,40.7565774,apartments
-73.9916918,40.7551399,hotel
-73.9965336,40.7594287,apartments
-73.9855637,40.7517544,residential
-73.9845611,40.7512392,hotel
-73.9846811,40.7510734,hotel
-73.9848814,40.7513721,hotel
-73.9860621,40.7511841,apartments
-73.9961026,40.7603645,apartments
-73.9974179,40.7609162,apartments
-73.9960982,40.7621254,apartments
-73.9921656,40.7655683,apartments
-73.9958212,40.7600044,apartments
-73.9898845,40.7643344,apartments
-73.9916733,40.7666794,apartments
-73.9913868,40.7665618,apartments
-73.9868105,40.7647349,apartments
-73.9864618,40.7628462,apartments
-73.9824226,40.77109,apartments
-73.9802986,40.7705194,apartments
-73.9813747,40.7695126,apartments
-73.983699,40.7697088,apartments
-73.9697961,40.7633106,apartments
-73.9872764,40.7664651,apartments
-73.9832564,40.7709031,apartments
-73.9831157,40.7704084,apartments
-73.9848032,40.7695134,apartments
-73.9923155,40.7660354,apartments
-73.9930178,40.7665303,apartments
-73.9919165,40.7657107,apartments
-73.9992903,40.7616121,apartments
-73.9755469,40.7465678,apartments
-73.9781463,40.7462762,apartments
-73.9798406,40.7468195,apartments
-73.9769759,40.7475855,apartments
-73.9817323,40.7486191,apartments
-73.9810357,40.7520073,hotel
-73.9833992,40.7489152,apartments
-73.966873,40.7603649,apartments
-73.9641513,40.7596098,apartments
-73.9612997,40.7570529,apartments
-73.9622601,40.757263,apartments
-73.9622438,40.7577856,apartments
-73.9620415,40.7576844,apartments
-73.9617605,40.7575704,apartments
-73.9621692,40.7573869,apartments
-73.9616225,40.7573496,apartments
-73.9616001,40.7573802,apartments
-73.9611468,40.756988,apartments
-73.9629091,40.7575108,apartments
-73.9639415,40.7579835,apartments
-73.9636032,40.7581911,apartments
-73.9635511,40.7581436,apartments
-73.9628401,40.7568255,apartments
-73.9651413,40.7581007,apartments
-73.9637675,40.7554885,apartments
-73.9639275,40.7558983,apartments
-73.966614,40.7568102,apartments
-73.9635437,40.7548698,apartments
-73.9669582,40.7584365,apartments
-73.9674042,40.7572642,apartments
-73.9669876,40.7578251,apartments
-73.9675366,40.7565075,apartments
-73.968851,40.7547758,apartments
-73.9680059,40.7558815,apartments
-73.9692873,40.7541065,residential
-73.9679429,40.7533989,apartments
-73.9703248,40.7516699,apartments
-73.9693382,40.7516329,apartments
-73.9713174,40.7531929,apartments
-73.9711731,40.7506504,apartments
-73.9716797,40.749273,apartments
-73.9746061,40.7471454,residential
-73.9737769,40.7484829,apartments
-73.9736823,40.7493938,apartments
-73.9731102,40.7488605,apartments
-73.9715042,40.7516346,apartments
-73.9722803,40.754976,apartments
-73.9711601,40.7573718,apartments
-73.9908971,40.7603796,apartments
-73.9915845,40.758454,apartments
-73.9885621,40.7554372,hotel
-73.9856741,40.7622014,apartments
-73.9843744,40.7639178,apartments
-73.984799,40.7631199,apartments
-73.9822092,40.7559286,hotel
-73.9819481,40.7560351,hotel
-73.9806531,40.7619729,apartments
-73.9819039,40.75569,hotel
-73.9845256,40.7571205,hotel
-73.981508,40.7558541,hotel
-73.960456,40.7585346,apartments
-73.964171,40.7600292,apartments
-73.9598918,40.7601377,apartments
-73.9608215,40.7603434,apartments
-73.9629888,40.7617659,apartments
-73.968692,40.7605376,apartments
