-74.015169,40.714742,cinema
-73.9973321,40.7259416,cinema
-73.9817481,40.7750135,cinema
-73.9835741,40.7734488,cinema
-73.9944494,40.7524154,cinema
-73.9897019,40.7386212,cinema
-73.9769095,40.7427523,cinema
-73.972552,40.7245802,cinema
-73.9902601,40.7247547,cinema
-73.9598336,40.714151,cinema
-73.9818445,40.7708954,cinema
-73.9979698,40.7448726,cinema
-73.9907254,40.7340532,cinema
-73.9998605,40.7460456,cinema
-73.9518063,40.8097044,cinema
-73.9798333,40.7630368,cinema
-73.9889365,40.7570477,cinema
-73.9774328,40.7867861,cinema
-73.9624714,40.7160932,cinema
-73.9887471,40.7315215,cinema
-74.0112781,40.7230437,cinema
-73.9736256,40.7640407,fountain
-73.987772,40.7425923,fountain
-73.9883427,40.7417131,fountain
-73.9519498,40.7942639,fountain
-73.9527534,40.7931737,fountain
-73.9528148,40.793916,fountain
-73.9537883,40.757603,fountain
-73.9844202,40.7338525,fountain
-73.983535,40.7334847,fountain
-73.9821817,40.7266647,fountain
-73.9686676,40.7492058,fountain
-73.9809732,40.7597146,fountain
-73.984119,40.7539892,fountain
-73.9433779,40.7463908,fountain
-73.9722259,40.7451313,fountain
-73.9776821,40.7319891,fountain
-74.0021847,40.7302462,fountain
-73.9770459,40.713087,fountain
-73.9770724,40.7130298,fountain
-73.9789393,40.7117123,fountain
-73.9974529,40.7308175,fountain
-73.9437045,40.8059748,fountain
-73.9437594,40.8060449,fountain
-73.9427442,40.8038091,fountain
-73.9390649,40.8138227,fountain
-73.9377553,40.8156037,fountain
-73.9464801,40.8121059,fountain
-73.9369357,40.8122319,fountain
-73.9382111,40.8094456,fountain
-73.9400229,40.8102069,fountain
-73.934611,40.7935628,fountain
-73.9501761,40.8003682,fountain
-73.9351181,40.8063157,fountain
-73.9474562,40.7871437,fountain
-73.9508559,40.7855931,fountain
-73.9431485,40.7931729,fountain
-73.9379719,40.7890242,fountain
-73.9727093,40.7746961,fountain
-74.0071549,40.712161,fountain
-74.0131166,40.7718778,fountain
-74.0108676,40.7725786,fountain
-73.9806247,40.7602082,fountain
-73.9805793,40.7602699,fountain
-73.9805338,40.7603315,fountain
-73.9804883,40.7603931,fountain
-73.9787337,40.7626425,fountain
-73.9784748,40.7629983,fountain
-73.9630473,40.8035029,fountain
-74.0045314,40.7389538,fountain
-73.9607114,40.8081748,fountain
-73.9894559,40.7148539,fountain
-74.0058886,40.7430035,nightclub
-74.0006841,40.7308783,nightclub
-73.9964103,40.7667982,nightclub
-73.98844,40.756837,nightclub
-74.0032654,40.7336578,nightclub
-73.924704,40.744241,nightclub
-73.9651675,40.7110687,nightclub
-74.0070318,40.7398013,nightclub
-74.0054361,40.726544,nightclub
-74.0008181,40.7306713,nightclub
-74.00091,40.7307122,nightclub
-73.9960398,40.7649863,nightclub
-74.0054405,40.7812855,nightclub
-73.9892747,40.7429866,nightclub
-73.9576885,40.722205,nightclub
-73.9634788,40.7101135,nightclub
-73.9933952,40.720381,nightclub
-73.9663773,40.7111986,nightclub
-73.9381357,40.7211528,nightclub
-73.992768,40.769709,nightclub
-74.0027295,40.7343811,nightclub
-73.9388225,40.7193156,nightclub
-73.9547666,40.729969,nightclub
-74.001334,40.7384589,studio
-73.983129,40.7185754,studio
-73.9901779,40.7693592,studio
-73.9866667,40.7308333,theatre
-73.9834793,40.7742155,theatre
-73.9834746,40.7741692,theatre
-73.9921313,40.7300861,theatre
-73.9559715,40.7631571,theatre
-73.9846754,40.758894,theatre
-73.9848113,40.7563823,theatre
-73.9895564,40.7581985,theatre
-74.001512,40.7439485,theatre
-73.9894585,40.7352914,theatre
-73.9911111,40.7263889,theatre
-74.0011111,40.7425,theatre
-73.9927778,40.7258333,theatre
-73.9883333,40.7330556,theatre
-74.0016667,40.7302778,theatre
-73.9627553,40.8102679,theatre
-73.9875,40.7719444,theatre
-73.9811314,40.7804903,theatre
-73.9829549,40.7752346,theatre
-73.951096,40.8091529,theatre
-73.9422222,40.8166667,theatre
-73.9825787,40.773503,theatre
-73.9862053,40.758063,theatre
-73.9849328,40.7558962,theatre
-73.9842271,40.7629935,theatre
-73.997632,40.7475684,theatre
-73.9931889,40.7536123,theatre
-74.0016225,40.7495539,theatre
-73.9882502,40.7327327,theatre
-73.9998816,40.7284254,theatre
-73.9899884,40.7230573,theatre
-73.9882699,40.7349099,theatre
-73.9838234,40.7152336,theatre
-73.9807203,40.7818403,theatre
-73.9864422,40.7576451,theatre
-73.9953514,40.7487769,theatre
-73.9929144,40.7601357,theatre
-73.984403,40.7735012,theatre
-73.9874068,40.7588596,theatre
-73.9845629,40.7560233,theatre
-73.9635058,40.8081018,theatre
-73.9926202,40.759448,theatre
-73.9864032,40.7669759,theatre
-73.992186,40.7293012,theatre
-73.984852,40.728654,theatre
-73.9835294,40.7723699,theatre
-73.9829573,40.7725505,theatre
-73.9828196,40.7637743,theatre
-73.9449809,40.7488051,theatre
-73.9524334,40.7181383,theatre
-74.0016567,40.7312254,theatre
-73.9872333,40.762757,theatre
-73.9797261,40.7651488,theatre
-73.9798857,40.7652057,theatre
-73.9801619,40.7649416,theatre
-74.0038103,40.7506815,theatre
-74.0027591,40.7414435,theatre
-73.9843769,40.7206734,theatre
-73.9537173,40.7443976,theatre
-73.9612431,40.7189664,theatre
-73.9837408,40.715245,theatre
-73.9891839,40.7565291,cinema
-73.9886852,40.8085223,cinema
-73.9706682,40.7742958,fountain
-73.9793886,40.7617878,fountain
-73.9796621,40.7614106,fountain
-73.9877086,40.7625988,fountain
-73.9731072,40.7637362,fountain
-73.9728604,40.764049,fountain
-73.9651308,40.7757296,fountain
-73.9623483,40.7794391,fountain
-74.0084825,40.7087642,fountain
-74.011506,40.7132732,fountain
-73.9724132,40.7588667,fountain
-73.9726604,40.7585127,fountain
-73.9631231,40.803381,fountain
-73.9780573,40.7507858,fountain
-73.9937821,40.730046,fountain
-74.0028267,40.7389264,fountain
-74.0084061,40.7846502,fountain
-73.9888639,40.7318262,nightclub
-73.9975533,40.7634313,nightclub
-73.9804013,40.773513,studio
-73.9587043,40.7298858,studio
-73.9852309,40.7620156,theatre
-73.9831155,40.7615769,theatre
-73.990286,40.726278,theatre
-74.0006831,40.730213,theatre
-74.0098034,40.7245625,theatre
-73.9849295,40.739741,theatre
-73.9742899,40.7635718,theatre
-73.9790807,40.7639893,theatre
-73.9941201,40.75455,theatre
-73.989088,40.7590421,theatre
-73.9829384,40.7723785,theatre
-73.9836896,40.7713507,theatre
-73.9838124,40.7727492,theatre
-73.9880555,40.7569671,theatre
-73.9872553,40.7566325,theatre
-73.9873635,40.7566782,theatre
-73.9881954,40.7553196,theatre
-73.9877617,40.7559072,theatre
-73.9858972,40.7601619,theatre
-73.987665,40.7584448,theatre
-73.9873465,40.7583403,theatre
-73.9873631,40.7583175,theatre
-73.9869174,40.7597622,theatre
-73.9873631,40.7583175,theatre
-73.9878023,40.757685,theatre
-73.9877908,40.758774,theatre
-73.9858972,40.7601619,theatre
-73.9856008,40.759211,theatre
-73.9877212,40.7584252,theatre
-73.9870743,40.7586999,theatre
-73.986664,40.7588406,theatre
-73.9865237,40.7604437,theatre
-73.9871693,40.7579448,theatre
-73.9880477,40.7577881,theatre
-73.9849272,40.7610702,theatre
-73.9856807,40.7609162,theatre
-73.9855466,40.7605088,theatre
-73.9837,40.7634498,theatre
-73.9839478,40.7631142,theatre
-73.9844235,40.7628106,theatre
-73.9837791,40.7642051,theatre
-73.9840733,40.763167,theatre
-73.9831103,40.7589806,theatre
-73.9844157,40.7578924,theatre
-73.9790838,40.7594241,theatre
-73.9835297,40.7567024,theatre
-73.9500587,40.8098588,theatre
-73.968641,40.7801533,theatre
-73.9702983,40.7799903,theatre
-73.993803,40.7531109,theatre
-73.9777715,40.7113172,theatre
-73.9706624,40.7729181,theatre
-73.9899976,40.726821,theatre
-73.9639173,40.8032214,bar
-73.9895471,40.7139211,bar
-73.9773197,40.7604577,bar
-73.988134,40.7439412,bar
-73.985079,40.7194207,bar
-74.0009872,40.7307334,bar
-73.9926472,40.7249571,bar
-74.0022582,40.7337752,bar
-74.0103445,40.7150889,bar
-73.9596929,40.7331765,bar
-73.9931931,40.7594246,bar
-73.9867192,40.7272836,bar
-73.9941316,40.7493007,bar
-73.9891982,40.7297764,bar
-73.9981472,40.714362,bar
-73.9979174,40.7218093,bar
-73.9883827,40.7213285,bar
-74.0034508,40.7331992,bar
-73.9978138,40.7327089,bar
-73.9916556,40.7644911,bar
-73.9915481,40.7646909,bar
